7z.csv,Apache.csv,brotli.csv,LLVM.csv,PostgreSQL.csv,spear.csv,storm.csv,x264.csv
"[4, 0, 1, 0, 1, 50, 4, 2]","[0, 1, 2, 1, 0, 0, 512, 0]","[22, 1]","[0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 0, 64, 2, 256]","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","[4, 1, 2, 1000000, 1, 1, 1, 10, 512, 100, 5, 0]","[2, 2, 1, 0, 0, 1, 0, 0, 0, 1]"
9371.6,30.7448,1.586,72721.0,46355.4,0.000993048659384,0.000684966017243,65.37
6677,368,8212,2025,8870,4359,5575,6346
