7z.csv,Apache.csv,brotli.csv,LLVM.csv,PostgreSQL.csv,spear.csv,storm.csv,x264.csv
"[2, 0, 0, 0, 0, 100, 64, 0]","[1, 1, 2, 0, 1, 0, 2048, 0]","[14, 1]","[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 1, 256, 32, 1024]","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","[4, 1, 4, 1000000, 1, 1, 1000, 1000, 512, 10000, 2, 29]","[4, 1, 2, 1, 1, 1, 0, 0, 1, 0]"
4648.2,31.7862,1.46,61453.2,45939.8,0.000993048659384,2.31499449167e-05,22.854
6677,368,8212,2025,8870,4359,5575,6346
