7z.csv,Apache.csv,brotli.csv,LLVM.csv,PostgreSQL.csv,spear.csv,storm.csv,x264.csv
"[2, 1, 1, 0, 0, 100, 64, 2]","[0, 1, 2, 1, 0, 0, 512, 0]","[23, 0]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 1, 256, 32, 1024]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1]","[4, 1, 4, 1000000, 1, 1, 1000, 1000, 1024, 10000, 5, 0]","[4, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
4627.6,30.7448,1.556,56733.4,45939.8,0.000993048659384,1.36176146569e-06,21.636
6677,368,8212,2025,8870,4359,5575,6346
