7z.csv,Apache.csv,brotli.csv,LLVM.csv,PostgreSQL.csv,spear.csv,storm.csv,x264.csv
"[4, 0, 0, 1, 0, 70, 2, 2]","[1, 2, 2, 2, 0, 1, 2048, 5]","[11, 1]","[1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 1, 1, 0, 64, 32, 4096]","[0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[4, 10, 4, 1000000, 1, 0, 1000, 1000, 512, 10000, 2, 29]","[4, 2, 3, 0, 1, 0, 0, 1, 1, 0]"
35797.0,164.538,1.526,67013.4,138943.4,0.00993048659384,0.00154423750209,31.75
6677,368,8212,2025,8870,4359,5575,6346
