7z.csv,Apache.csv,brotli.csv,LLVM.csv,PostgreSQL.csv,spear.csv,storm.csv,x264.csv
"[5, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 2, 0, 0, 0, 512, 0]","[14, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 64, 2, 256]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 10, 4, 1000000, 1, 0, 1, 1000, 1024, 10000, 2, 29]","[4, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
9261.2,31.3186,1.46,52285.4,46097.4,0.000993048659384,0.00236265614297,23.434
6677,368,8212,2025,8870,4359,5575,6346
