7z.csv,Apache.csv,brotli.csv,LLVM.csv,PostgreSQL.csv,spear.csv,storm.csv,x264.csv
"[1, 0, 1, 0, 0, 60, 8, 2]","[1, 1, 2, 1, 1, 0, 4096, 0]","[14, 1]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[0, 0, 0, 1, 1, 128, 32, 4096]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0]","[4, 1, 4, 1000000, 1, 0, 1, 10, 1024, 100, 5, 29]","[4, 1, 2, 1, 1, 1, 1, 1, 0, 0]"
17649.6,32.9028,1.46,69627.6,46343.6,0.00695134061569,0.000802077503292,23.148
6677,368,8212,2025,8870,4359,5575,6346
