7z.csv,Apache.csv,brotli.csv,LLVM.csv,PostgreSQL.csv,spear.csv,storm.csv,x264.csv
"[3, 0, 0, 0, 0, 3, 2, 0]","[0, 1, 1, 1, 0, 0, 0, 0]","[4, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 2, 0, 2]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0]","[3, 0, 1, 1, 1, 1, 1, 1, 1, 0]"
9418.0,30.7448,1.46,52324.8,46143.4,0.000993048659384,1.36176146569e-05,23.062
6677,368,8212,2025,8870,4359,5575,6346
