7z.csv,Apache.csv,brotli.csv,LLVM.csv,PostgreSQL.csv,spear.csv,storm.csv,x264.csv
"[2, 0, 1, 0, 1, 90, 32, 0]","[1, 1, 2, 2, 0, 0, 512, 0]","[23, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 1, 0, 1, 256, 32, 1024]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1]","[2, 1, 4, 1000000, 1, 0, 1000, 1000, 1024, 10000, 2, 0]","[4, 1, 1, 1, 1, 1, 1, 0, 1, 0]"
4699.0,32.0308,1.556,59183.8,45939.8,0.000993048659384,8.85144952699e-05,22.168
6677,368,8212,2025,8870,4359,5575,6346
