7z.csv,Apache.csv,brotli.csv,LLVM.csv,PostgreSQL.csv,spear.csv,storm.csv,x264.csv
"[3, 0, 0, 1, 0, 30, 32, 4]","[1, 1, 2, 1, 0, 1, 512, 0]","[18, 0]","[1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 0, 128, 2, 1024]","[0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0]","[2, 10, 4, 1000000, 1, 0, 1000, 10, 512, 100, 5, 29]","[4, 2, 2, 1, 0, 0, 0, 1, 1, 1]"
12314.6,32.099,1.628,72463.8,46881.4,0.0168818272095,2.99587522452e-05,30.33
6677,368,8212,2025,8870,4359,5575,6346
