new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
5,0,1,1,0,20,4096,4,69379.15342310273
5,1,0,1,0,80,64,2,69681.50165834428
1,0,1,0,0,60,32,8,69969.03684860744
1,1,0,0,1,50,512,8,70240.98584035345
5,1,0,0,1,80,4096,2,70496.61221209524
3,0,1,0,1,0,64,0,70735.21854656904
1,0,1,1,1,0,1,0,70956.14858815221
1,1,1,1,1,40,2,8,71158.78927882994
4,1,0,1,1,40,8,6,71342.57266640889
5,1,1,1,1,60,2048,8,71506.97767909309
1,0,0,0,0,40,4096,4,71651.53176097055
5,0,0,0,0,50,1,10,71775.81236341262
2,1,0,0,0,40,128,2,71879.44828785401
4,0,1,1,0,20,256,2,71962.12087590393
4,1,1,0,1,0,64,4,72023.56504323211
5,0,0,0,0,100,64,2,72063.57015417778
4,1,0,0,1,10,128,10,72081.98073454331
2,1,0,0,0,80,32,10,72078.6970205547
4,1,1,0,0,10,256,2,72053.675342497
3,0,1,0,1,80,128,10,72006.92834206251
4,0,0,0,1,30,1,8,71938.52502298114
5,0,1,0,1,0,1024,2,71848.59063503357
2,0,0,1,0,70,1,4,71737.3063920787
4,1,1,1,0,90,8,10,71604.90902525201
3,1,1,1,0,100,64,0,71451.69017301405
3,0,0,1,0,30,4096,2,71277.99561024162
5,0,0,1,1,100,256,10,71084.22431906039
2,0,1,1,1,10,512,10,70870.82740461279
1,0,1,0,1,90,8,0,70638.30685943873
5,1,1,0,1,60,256,6,70387.21418061644
4,0,0,1,0,100,32,10,70118.14884426534
3,1,0,1,0,60,4,10,69831.756642452
1,1,0,0,1,90,1,8,69528.72788795995
4,0,0,0,1,10,32,8,69209.79549278533
3,0,0,1,1,0,128,4,68875.73292660185
4,0,0,1,1,0,4096,6,68527.35206179645
2,0,0,1,0,70,4096,6,68165.5009120135
1,1,0,1,0,10,512,4,67791.06127145811
2,1,1,1,0,60,128,4,67404.94626249513
1,1,1,1,1,100,4,4,67008.097799344
2,1,1,0,0,70,2,2,66601.4839759027
4,1,0,1,1,100,128,8,66186.09638594353
1,0,0,1,1,70,4096,8,65762.94738410324
1,0,0,1,1,70,1,6,65333.0672962421
3,0,0,1,1,50,512,8,64897.501587869614
5,0,0,0,1,40,2,0,64457.30799943001
3,1,0,0,0,30,16,0,64013.553657304925
4,0,1,0,1,20,8,8,63567.31216942826
1,0,1,0,1,60,32,10,63119.66071441402
4,0,0,1,1,20,1,8,62671.6771330771
3,1,1,1,1,100,2,2,62224.43703117555
3,1,0,1,0,80,128,6,61779.010902123715
4,1,0,0,0,10,2048,0,61336.46127831846
2,0,1,0,0,60,8,0,60897.839919584985
2,0,1,0,1,40,4,10,60464.18504708761
5,1,1,0,1,60,4,0,60036.51863086102
2,0,0,1,0,50,4096,4,59615.843738905
1,1,0,1,1,60,512,2,59203.141955545325
2,1,0,0,0,20,4096,4,58799.37087650191
4,1,0,1,1,30,4,4,58405.46168781918
3,0,0,0,0,70,8,6,58022.31683550657
3,1,0,0,0,70,16,2,57650.807792409374
4,1,0,1,1,30,1,0,57291.77292848279
5,0,1,0,0,20,256,10,56946.01549027662
1,0,1,0,0,10,128,0,56614.30169505601
1,0,1,0,0,70,512,4,56297.35894458629
2,0,1,0,1,60,32,6,55995.87416319809
4,1,0,0,1,10,128,8,55710.492264324865
5,1,0,0,1,100,16,6,55441.8147492703
3,1,1,0,0,10,256,4,55190.3984415179
5,0,0,0,0,60,8,0,54956.75435944255
2,1,1,0,1,60,128,8,54741.34672982517
4,1,1,0,1,100,64,6,54544.592144107446
5,0,1,1,1,90,64,0,54366.8588588564
2,0,0,0,1,80,512,8,54208.46624144038
1,0,1,1,1,40,1024,4,54069.68436144847
2,1,1,0,1,80,128,2,53950.733727918574
3,1,1,0,0,30,128,2,53851.78517197501
1,0,0,0,1,30,4,6,53772.959874016466
5,1,1,1,1,20,32,10,53714.329534142045
3,1,1,1,0,20,1024,2,53675.916684056465
3,1,0,0,0,60,256,6,53657.69513825953
1,0,1,0,1,50,1,6,53659.59058189692
2,0,0,0,0,0,32,8,53681.481292236094
5,0,1,0,0,50,2,2,53723.19899032827
5,1,1,0,1,50,4,6,53784.52981903072
5,0,1,0,0,100,256,10,53865.215443191555
3,0,1,1,0,40,32,2,53964.954267444155
5,0,1,0,1,60,8,8,54083.40276672097
3,1,0,0,1,80,128,6,54220.17692427794
4,1,0,0,0,50,16,2,54374.85377172159
3,1,1,1,1,0,512,4,54546.97302525291
3,1,1,1,1,20,1024,10,54736.038812084626
2,1,0,1,0,40,1,10,54941.52148075373
4,1,1,1,0,40,1,0,55162.85948883871
1,1,1,1,0,50,4096,4,55399.46136140162
4,0,0,1,1,80,2048,2,55650.70771330958
2,0,0,1,1,10,512,2,55915.95332844918
5,0,1,0,0,40,128,2,56194.529288729034
4,0,1,1,1,80,128,10,56485.745145674315
5,0,1,1,0,80,32,4,56788.89112734731
1,1,1,0,1,100,2,4,57103.24037328651
2,1,0,0,1,50,2,0,57428.05119013557
3,1,0,0,1,40,1,4,57762.56932064106
4,1,1,0,1,10,512,6,58106.030218725966
4,0,0,0,1,60,2048,10,58457.661323400745
1,0,0,1,0,90,32,0,58816.68432435006
1,1,0,1,0,50,64,8,59182.31741213374
1,0,0,0,1,80,32,10,59553.77750606349
2,1,1,1,0,60,1024,0,59930.28245296133
5,1,0,1,0,10,32,0,60311.05319017102
4,0,0,0,1,40,2,2,60695.315866381585
3,0,0,0,1,10,1,8,61082.303914025804
3,1,0,0,1,90,1,8,61471.26006724375
5,1,0,1,1,10,2048,6,61861.43831964186
4,0,0,0,1,60,1,10,62252.10581633968
5,1,1,1,0,90,256,8,62642.544675069585
5,0,0,1,1,40,256,0,63032.05373138713
5,1,1,1,1,60,2,8,63419.95020335138
1,1,0,0,0,50,512,10,63805.571271352565
4,0,1,0,1,100,8,6,64188.275569090925
1,1,0,0,1,40,2,4,64567.444582048134
3,1,0,1,0,60,4,0,64942.48395014037
4,0,0,0,1,40,1,10,65312.82467159433
1,1,0,0,0,90,4,6,65677.92420544958
2,0,1,1,1,0,16,10,66037.26747045458
3,1,1,0,0,80,32,4,66390.36773849365
2,1,1,0,1,20,8,6,66736.76742105323
4,1,0,1,1,90,128,0,67076.03874760855
4,0,0,1,1,100,32,4,67407.78433518435
4,0,0,0,1,10,256,4,67731.63764871404
5,0,1,1,0,70,16,2,68047.26335219055
1,0,1,1,1,40,4,4,68354.35755096679
2,0,1,0,1,40,16,8,68652.647925922
4,0,0,1,1,100,8,0,68941.89376056526
3,0,1,1,1,30,4,8,69221.88586249143
3,1,0,0,1,80,1,2,69492.44638094348
4,0,0,0,0,0,1024,4,69753.4285225621
4,0,0,1,0,20,16,8,70004.71616772069
2,0,1,0,0,60,32,4,70246.2233901506
1,1,0,1,0,50,32,4,70477.89388285228
1,0,0,1,0,50,2,10,70699.70029357067
1,0,0,1,0,100,4096,0,70911.64347337629
4,0,0,1,0,30,2048,6,71113.75164214586
2,1,0,1,0,50,16,6,71306.07947497105
3,0,0,0,0,50,256,10,71488.70711374194
4,1,1,1,1,80,8,2,71661.73910835558
3,1,1,0,0,90,2048,8,71825.30329218299
4,1,0,0,1,50,4,10,71979.54959659632
1,1,1,1,1,70,2048,0,72124.64880950603
2,1,1,1,0,70,256,0,72260.79128298865
3,1,0,1,0,90,4,4,72388.18559519722
3,1,1,0,0,0,2048,8,72507.05717183964
5,1,0,0,0,30,1024,4,72617.64687258385
4,0,1,0,0,70,1,6,72720.2095478037
5,0,0,0,1,80,2048,4,72815.0125711156
3,0,1,1,1,40,4,8,72902.33435317228
3,1,1,0,0,10,1024,2,72982.46284217919
2,1,0,1,0,60,8,8,73055.69401657843
1,1,1,1,0,90,1,2,73122.33037530645
2,1,0,0,0,50,2,10,73182.67943097561
4,0,0,1,0,40,16,10,73237.05221125612
3,1,1,0,0,90,16,2,73285.76177364355
4,1,1,0,1,50,256,8,73329.12173868963
4,0,1,1,0,30,32,4,73367.44484665123
1,1,0,0,1,30,1,10,73401.04154237316
2,1,1,0,0,40,64,8,73430.21859306708
4,0,0,1,1,40,16,10,73455.27774348132
3,1,0,0,0,0,4,10,73476.51441277571
4,1,1,1,1,70,4096,6,73494.21643722236
4,1,1,1,0,20,32,10,73508.66286264792
5,0,0,0,0,10,32,6,73520.12279031746
1,1,0,0,0,80,1024,6,73528.85427973433
3,0,1,1,1,100,4096,2,73535.10331159487
1,1,0,0,0,90,64,10,73539.10281389453
1,1,1,1,0,70,2048,6,73541.07175393056
5,0,0,1,1,40,1024,8,73541.21429869106
1,1,1,0,1,80,64,10,73539.71904585624
3,0,1,0,1,30,8,2,73536.75832737309
2,1,0,0,0,50,32,2,73532.48758729333
4,0,1,1,1,90,256,8,73527.04483529225
3,1,0,1,0,80,16,0,73520.55017701253
4,1,1,1,1,90,1,10,73513.1054221013
2,1,0,1,0,50,128,2,73504.79377053553
3,1,1,0,1,80,2048,8,73495.67957755674
1,0,1,1,0,20,512,4,73485.80819726521
5,0,0,1,1,10,4096,8,73475.20590465624
3,0,0,1,0,80,2,2,73463.87989561642
4,0,1,1,1,50,1024,0,73451.81836413879
3,0,1,0,1,90,32,0,73438.99065576142
5,0,1,1,1,90,32,0,73425.34749598749
4,1,0,0,1,40,16,6,73410.82129220298
1,1,0,0,1,10,256,0,73395.32650737673
2,1,0,0,1,20,256,6,73378.76010360244
2,0,1,0,1,60,1,0,73361.0020533276
4,0,0,0,1,0,16,6,73341.9159159083
5,1,0,0,0,100,2048,4,73321.34947693445
4,0,0,1,0,90,32,8,73299.13544758437
1,0,1,1,1,90,4096,8,73275.09222109511
5,0,0,1,1,10,16,6,73249.02468327346
5,1,1,0,1,0,8,8,73220.72507382177
5,1,0,0,0,0,8,6,73189.97389511701
1,0,1,0,0,50,256,2,73156.54086495531
1,0,1,1,1,40,16,6,73120.18590966347
4,0,1,1,1,60,4,2,73080.66019387974
2,1,0,1,1,0,4096,2,73037.70718322066
4,1,0,1,1,30,8,4,72991.06373597804
5,0,1,1,0,100,2,8,72940.46121993239
4,1,1,0,1,50,4096,10,72885.62665032211
2,1,1,0,0,30,1,0,72826.28384497626
5,0,0,1,0,60,2,2,72762.15459259949
5,0,0,1,1,10,128,2,72692.9598301918
1,1,1,1,1,30,512,8,72618.42082559217
1,0,0,0,0,70,256,8,72538.26036115557
5,1,1,0,1,50,16,6,72452.20391460418
4,1,1,1,1,100,128,8,72359.98083313828
5,1,1,1,1,0,4,8,72261.32549694835
2,0,1,1,0,70,2048,6,72155.97846833714
5,0,1,1,1,50,8,4,72043.68762273988
2,1,0,0,1,10,2048,10,71924.20925801936
3,1,0,1,0,60,8,8,71797.30917851269
4,1,0,1,1,30,8,6,71662.76375041605
5,0,0,1,1,0,4096,6,71520.360925212
1,0,1,0,0,30,32,10,71369.90122797164
1,1,0,1,0,100,32,10,71211.19870749969
3,1,0,0,0,50,256,0,71044.08184543358
2,1,0,0,1,20,512,10,70868.39442155819
4,0,1,0,0,40,1024,2,70683.99633275534
4,1,1,1,0,60,16,8,70490.76436316891
5,0,0,1,1,90,32,0,70288.59290333652
5,1,1,1,1,60,4,4,70077.39461620974
4,0,0,1,1,10,4,6,69857.10104816349
5,0,1,0,1,10,1024,0,69627.6631832754
5,0,1,0,0,80,8,8,69389.05193933936
4,1,1,1,1,50,4096,10,69141.2586042636
2,1,0,1,0,80,4096,4,68884.29521169193
3,0,1,0,1,10,4096,10,68618.1948548741
2,1,1,1,1,40,2048,8,68343.0119380023
4,0,0,1,0,80,1,2,68058.82236441891
1,0,1,0,1,100,256,6,67765.72366129023
3,1,1,0,0,40,128,6,67463.8350405278
2,1,1,1,0,0,2048,0,67153.29739592559
2,0,0,0,0,60,2048,8,66834.27323666487
4,0,1,0,1,80,32,10,66506.94655751955
4,0,1,1,1,60,8,2,66171.5226462734
3,1,1,1,1,40,1,10,65828.22782903421
5,1,1,1,0,70,1,10,65477.30915430108
2,0,1,0,1,60,512,0,65119.034016806596
4,0,1,1,1,80,32,4,64753.68972231694
2,0,0,1,0,80,1024,6,64381.58299472896
4,0,0,1,0,0,8,2,64003.03942695349
1,1,1,1,0,40,4,8,63618.40287721898
3,1,0,0,1,0,512,8,63228.034812568134
2,1,0,0,0,20,256,6,62832.313601451555
1,1,1,1,0,10,1,6,62431.63375744864
1,0,1,1,1,40,2048,8,62026.405136264024
2,0,1,0,1,0,256,0,61617.05208825957
3,1,1,1,1,100,2,2,61204.012568885715
2,0,1,1,1,50,256,6,60787.737209473984
5,0,1,0,0,70,16,0,60368.68835094013
3,0,1,0,1,100,512,6,59947.3390430315
3,0,0,0,0,40,4,10,59524.17201182415
1,1,0,1,1,40,64,8,59099.67859824377
1,0,1,0,0,30,1,6,58674.357670442
1,0,1,0,0,100,4096,6,58248.71451291124
1,0,1,0,0,70,32,2,57823.259695265406
4,1,0,0,1,10,512,6,57398.50792364788
2,1,1,0,0,30,512,8,56974.97687775852
5,0,0,1,0,70,2,6,56553.18603651027
2,0,0,1,0,0,32,6,56133.655495340376
2,0,1,0,1,80,128,8,55716.90477820675
4,1,0,0,0,50,2,0,55303.451647298425
2,0,1,0,1,60,512,4,54893.810913481204
4,0,1,0,1,10,4,8,54488.493250484236
1,1,0,1,0,80,8,4,54088.00401581058
2,0,1,1,1,50,2048,8,53692.842081326904
2,0,1,1,1,100,512,4,53303.498676452204
5,1,0,0,0,100,128,0,52920.456246823545
1,0,0,0,0,0,4096,6,52544.18733127029
1,1,1,1,0,10,2,10,52175.15345987437
2,1,1,1,0,20,4096,0,51813.804075835644
5,1,1,0,1,0,512,2,51460.575483797336
4,1,1,0,1,80,2,6,51115.88982721618
5,1,0,0,1,90,256,6,50780.15409728855
4,1,1,1,0,70,512,8,50453.75917586379
3,0,0,1,1,90,2048,2,50137.07891469233
2,0,1,1,0,50,2,4,49830.46925326821
2,1,1,1,1,40,2048,2,49534.2673774332
5,1,1,0,1,90,32,0,49248.79092081352
3,1,0,0,1,100,2048,4,48974.33721106043
5,1,0,1,0,60,1024,4,48711.1825627626
1,1,1,1,1,90,2048,10,48459.581618791875
3,1,0,1,0,30,1,2,48219.76674173387
1,0,1,1,0,100,16,6,47991.94745694352
2,1,0,0,0,80,128,2,47776.3099486495
2,1,1,0,1,80,16,2,47573.016610415194
2,1,0,1,1,60,4,2,47382.20565114355
3,0,0,1,0,30,256,2,47203.99075769207
4,1,0,1,0,60,8,2,47038.460815040475
2,1,1,1,1,20,16,0,46885.67968482904
1,1,0,1,0,60,512,0,46745.68604295886
3,1,1,1,0,20,128,0,46618.49327681768
3,0,1,1,1,30,4096,2,46504.08944256688
5,0,0,1,0,10,16,6,46402.43728279484
3,0,1,1,1,100,512,4,46313.47430471235
5,1,0,0,1,30,256,4,46237.112918935
2,0,1,1,1,40,1024,10,46173.2406387662
3,1,0,0,0,70,4,2,46121.72033976348
3,0,0,0,0,50,64,10,46082.3905792399
1,1,0,1,1,80,256,6,46055.06597522124
2,1,1,1,0,60,16,10,46039.53764424868
5,1,0,0,0,40,16,8,46035.573697288295
4,1,1,0,0,40,1,10,46042.91979287711
5,1,1,0,1,30,4096,0,46061.29974650962
5,0,1,0,0,80,1024,8,46090.41619513972
4,1,1,1,0,20,2048,8,46129.951315548016
2,0,1,0,1,70,128,6,46179.567595199565
3,1,0,0,1,10,4,6,46238.9086540948
5,0,1,0,0,0,512,6,46307.6001159946
4,0,0,1,0,40,256,8,46385.250527282995
1,1,0,0,1,0,128,2,46471.45232161227
5,0,1,0,0,70,512,4,46565.78282836314
2,0,1,1,1,0,1024,2,46667.80532283931
1,1,0,0,0,90,2048,8,46777.070116008064
5,0,0,1,1,40,2,8,46893.115681492236
2,0,1,0,0,90,64,2,47015.46981741635
5,0,1,1,1,20,1024,8,47143.65084061169
2,0,1,0,1,30,2,4,47277.16881058808
4,0,1,0,0,90,1024,0,47415.52678059071
1,1,1,0,0,10,32,2,47558.222072971505
3,0,1,1,1,10,512,6,47704.747576023
3,1,1,0,1,10,128,10,47854.59305934343
2,1,0,0,1,10,4,0,48007.246504729344
5,0,1,1,0,100,2,8,48162.19544952301
2,0,1,1,0,30,256,4,48318.928339279446
1,1,0,1,1,60,32,10,48476.93588656034
2,0,0,0,1,40,16,8,48635.712432610606
5,1,1,0,1,40,128,2,48794.75730862751
1,0,1,1,0,100,1024,0,48953.576193293244
1,1,0,0,1,10,16,2,49111.68246320924
5,1,1,1,0,50,512,0,49268.59853284342
3,0,1,1,0,60,1024,10,49423.85718058345
5,0,1,1,0,0,512,6,49577.00285747625
3,1,1,1,1,90,256,6,49727.59297522939
3,0,0,0,1,0,32,0,49875.199170053216
2,0,0,0,1,100,8,8,50019.40853893172
4,0,0,0,0,70,1,6,50159.824844930285
3,1,1,1,1,90,2,2,50296.069688173106
3,1,0,0,1,60,4,8,50427.78363915858
4,0,0,0,0,0,128,4,50554.6273311236
1,0,0,0,0,0,512,4,50676.282508218654
5,0,1,0,0,90,8,4,50792.45302631569
4,0,0,0,0,30,128,8,50902.86580333936
1,0,1,0,0,40,128,10,51007.27171608836
2,0,0,1,0,10,32,0,51105.44644060061
4,0,1,0,1,40,64,4,51197.191233209494
3,0,1,0,1,10,2,8,51282.33364954197
3,1,0,1,1,70,2048,6,51360.72819882164
1,1,1,1,1,60,4,8,51432.25693095945
4,0,1,0,1,30,512,4,51496.82995404489
5,1,1,1,1,20,32,6,51554.385879987305
3,0,0,0,1,80,4096,6,51604.89219620327
4,0,1,1,1,20,2,2,51648.345561399736
3,0,1,1,0,10,256,0,51684.77202366508
4,1,1,0,0,100,2048,8,51714.227159249305
4,0,1,0,1,40,16,6,51736.796130592804
5,1,1,0,0,100,1,4,51752.59366234686
4,1,0,1,1,100,1024,0,51761.76393432079
5,0,1,0,0,10,16,10,51764.480390488934
2,0,1,1,1,60,16,6,51760.94546339468
2,0,0,1,1,60,16,6,51751.39021349867
4,1,1,0,0,30,64,6,51736.07388323422
4,1,1,1,1,80,2,2,51715.28336575351
2,1,1,1,0,20,256,8,51689.33258857203
3,1,0,0,1,100,1,8,51658.56181254951
5,0,0,1,0,50,16,2,51623.33684687561
3,1,0,0,1,100,16,10,51584.048180966
4,1,0,1,0,60,16,4,51541.11003440986
1,1,0,0,0,70,1024,10,51494.95932635082
5,0,1,0,0,60,4096,2,51446.05456592189
5,0,1,0,0,30,512,8,51394.87466559657
5,1,0,0,1,10,32,10,51341.91767955745
4,1,1,0,0,0,4,8,51287.69946942415
4,1,0,0,0,0,32,0,51232.752299918386
4,0,0,1,1,50,256,0,51177.62336728041
4,0,1,0,0,80,2048,4,51122.87326348196
4,0,1,1,1,50,32,6,51069.07437950964
1,0,1,1,0,50,1024,6,51016.80925121535
4,1,1,0,0,50,4096,10,50966.668851448856
3,0,0,0,0,60,32,8,50919.250832399535
4,1,0,0,0,0,1,8,50875.15772227857
1,1,0,1,1,30,16,0,50834.995080670924
2,0,0,0,1,0,16,2,50799.36961707486
4,0,0,0,1,50,4096,4,50768.88727732659
3,0,1,0,0,40,2,2,50744.1513027775
3,1,1,0,1,80,32,8,50725.76026725088
3,1,0,0,1,10,2048,8,50714.30609695257
5,0,1,0,0,40,2,8,50710.37207864653
2,1,1,1,1,50,2,0,50714.530861529405
5,1,1,1,0,50,1,2,50727.34245834842
5,1,0,0,0,60,4096,2,50749.35225140327
3,0,0,1,0,60,16,6,50781.08900915443
3,0,0,1,1,70,4096,8,50823.06291922713
5,1,1,1,1,40,4,6,50875.76364365225
2,1,0,0,1,0,64,10,50939.65840222
5,1,0,1,1,80,32,6,51015.19008984168
2,1,0,0,0,70,2,0,51102.775433817704
4,0,1,1,0,90,16,4,51202.803196894245
5,1,0,0,0,20,1,4,51315.63243195981
2,1,1,1,0,80,2048,8,51441.590794182135
2,0,1,0,0,40,1,2,51580.9729163192
5,1,0,0,1,20,256,4,51734.03885285212
3,1,0,0,1,10,512,10,51901.01259848352
1,1,1,1,0,90,2048,2,52082.08068642434
2,0,1,0,0,100,128,2,52277.39087175158
4,0,0,0,1,50,16,2,52487.05090496134
1,0,0,0,0,50,256,8,52711.12740066721
3,0,0,0,0,30,128,0,52949.64480619956
1,0,0,1,0,40,1,4,53202.584474651645
1,1,1,1,1,90,8,8,53469.88384669057
5,1,1,0,1,0,4096,0,53751.43574520676
5,0,0,0,0,0,4096,10,54047.08778661588
5,0,1,0,0,20,2,0,54356.64191235054
2,1,0,0,0,100,1,8,54679.85404378814
5,0,1,0,0,80,64,8,55016.43386355586
3,0,0,0,0,60,4096,2,55366.04472583396
5,0,0,1,0,100,4096,2,55728.30369794676
3,0,0,0,1,20,1,4,56102.78173518514
2,0,0,1,0,90,512,2,56489.003990449135
5,1,0,1,1,40,1024,0,56886.45025993227
3,1,1,0,1,60,512,4,57294.555565692855
1,1,0,0,1,100,4,10,57712.71087557342
3,0,0,1,0,20,4,2,58140.263960537
2,1,0,0,1,0,128,0,58576.52038908998
3,0,1,1,1,80,32,6,59020.74465805869
4,1,0,1,1,100,32,10,59472.16145857695
4,1,1,1,0,0,2048,8,59929.957075732964
1,0,0,1,0,80,8,4,60393.280919909754
