ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,56553.6
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,56536.8
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56785.4
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57027.8
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,58698.4
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55382.4
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,55418.8
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55555.6
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,55383.4
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55536.8
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,55781.8
1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,56021.6
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,55707.4
1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,55732.8
1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,55959.2
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,55759.6
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,55795.4
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55568.4
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,55484.0
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,55606.0
1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,56030.4
1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55845.8
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,55889.6
0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,56714.8
1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,57211.0
