ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55536.8
1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,55732.8
1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,55959.2
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,55889.6
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,55795.4
0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,55522.0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,55484.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,55813.4
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55845.8
0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,55535.6
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,55606.0
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,55707.4
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55568.4
1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,56030.4
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,56026.8
0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,56714.8
1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,56021.6
1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,57211.0
0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,56925.4
1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,56378.8
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,56424.8
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56763.8
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,56284.4
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56807.2
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56465.6
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,56316.4
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,56714.8
0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,56382.6
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,57596.4
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,62342.4
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,59129.6
0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,58085.8
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,57484.8
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,59524.0
0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,59029.2
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,56855.8
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,57251.4
1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,56851.4
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,60450.6
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,60908.0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,63091.6
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,56523.2
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,58576.4
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,58296.8
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,56548.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56678.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56864.4
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,61206.4
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,62823.0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,56442.8
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,56528.6
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,57817.8
0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,57335.0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,56436.8
0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,58085.6
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,56916.0
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,58726.8
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,59751.8
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,58918.4
0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,56515.8
0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,56901.6
1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,57062.2
0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,56630.8
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,56733.4
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,56798.0
0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,56420.0
0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,56922.4
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,56732.6
0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,56961.4
0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,56908.2
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,56728.6
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57090.0
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56873.8
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,56610.0
1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,57200.8
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,56777.6
1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,57241.2
1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,57059.0
0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,57988.0
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,56901.6
0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,56867.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,57050.8
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,56887.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57203.6
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,56938.6
0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,56713.8
0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,60020.2
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,60214.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57002.8
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,56762.2
1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,56978.2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,56711.8
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,56718.0
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56894.4
1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,57094.8
1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,58400.4
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,56980.4
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,56475.6
1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,56936.2
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,57036.8
0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,58302.2
0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,56894.0
0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,58292.4
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,57838.8
0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,56870.2
1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,57273.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,57069.8
0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,57031.2
1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,57327.2
0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,56516.6
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,56946.6
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,57527.0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,58146.0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,57565.0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,59976.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,56997.8
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,56840.4
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,56429.0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,56861.6
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,56989.0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,56883.8
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,56699.2
1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,56976.6
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,56842.4
1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,57091.2
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,57015.6
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,57048.4
1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,56952.2
0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,56915.0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,57127.4
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57760.2
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57523.8
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,60151.6
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,57155.0
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,56870.2
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,57045.2
0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,58406.0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,58023.0
0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,57504.4
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57250.2
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56909.8
1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,57150.6
1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,57426.8
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,57268.2
1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,57313.8
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,58172.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57341.8
0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,59635.4
1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,57124.4
1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,56395.8
1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,57493.4
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,57198.0
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,57269.6
1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,57330.6
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,57396.4
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,57873.6
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,57119.6
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,57388.4
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,57546.8
1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,57258.2
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,58436.4
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,57154.2
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,58564.8
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,57722.6
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,57638.4
1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,57235.4
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,57362.8
0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,57637.4
1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,57446.2
0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,59344.8
