fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,0,0,1,0,64,32,1024,133348.2
1,0,1,1,0,64,8,256,141618.4
0,0,0,1,0,64,8,256,46269.0
1,0,0,0,1,64,32,256,134278.2
1,0,1,0,1,128,32,1024,140847.2
0,1,1,1,0,64,2,256,46507.8
0,0,0,0,0,64,8,256,46297.6
1,0,1,1,1,64,2,1024,135739.2
1,1,0,1,1,64,8,256,132419.2
1,0,1,0,0,64,8,1024,133410.0
1,0,1,1,1,128,8,1024,139292.8
0,1,0,0,1,64,2,1024,46267.8
0,0,1,0,0,128,32,256,46078.8
1,1,1,0,0,64,8,1024,133447.6
1,1,0,0,1,128,8,256,137657.6
0,1,0,1,0,128,2,256,46584.8
0,1,0,0,1,128,2,1024,46099.4
0,0,1,0,1,128,2,1024,46229.8
0,1,0,0,0,128,2,1024,46240.8
0,1,1,1,1,128,32,256,46742.0
1,1,0,0,0,64,32,1024,132129.6
1,1,0,0,0,64,2,1024,132621.4
0,0,1,0,1,64,8,1024,47386.4
0,1,0,0,0,128,32,256,46158.4
1,0,1,0,1,64,8,1024,135714.8
0,0,1,0,1,128,8,256,46271.0
1,0,0,0,0,128,2,1024,131468.0
1,0,0,0,0,128,8,256,133984.8
1,0,0,1,1,128,2,1024,136545.2
1,0,1,1,0,128,32,1024,138660.8
1,1,0,1,1,64,32,256,135693.6
1,0,1,0,0,64,2,256,136890.4
0,0,1,1,1,128,2,1024,46692.6
0,0,0,0,1,128,32,1024,46299.2
0,1,0,0,1,64,8,256,46237.6
0,0,0,0,1,128,8,1024,46255.2
1,0,1,0,0,64,32,1024,134519.0
1,1,0,0,1,128,2,1024,130383.4
0,0,0,0,1,64,2,1024,46267.8
0,0,0,0,0,128,8,256,46204.0
0,1,1,0,0,128,32,256,46144.0
0,1,1,0,0,128,8,1024,46539.2
1,0,0,0,1,64,2,256,133882.4
0,0,0,0,1,128,32,256,46035.0
1,1,1,0,0,128,8,256,131126.8
0,1,1,1,0,64,32,256,46517.6
0,1,0,1,0,128,32,256,47359.0
0,1,0,0,0,128,8,1024,45980.8
0,1,0,1,0,128,8,1024,46356.0
1,1,1,0,0,128,2,256,136797.8
1,0,0,1,0,128,32,1024,130621.6
1,0,0,1,1,128,32,1024,135249.8
1,0,1,1,0,128,2,256,138332.6
