new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,0,1,2,0,0,2,0,165.8586
1,0,1,1,1,0,0,0,164.8182
1,0,1,0,1,0,0,0,166.2254
1,0,1,0,1,0,1,0,164.829
1,0,1,2,1,0,1,0,164.9386
0,0,1,2,1,1,1,0,165.1184
0,0,1,0,1,0,1,0,163.6422
1,0,1,2,1,0,0,0,164.1874
1,0,1,1,1,0,1,0,167.9786
0,0,1,1,0,0,1,0,165.5004
1,0,1,0,0,1,1,0,164.7058
1,0,1,1,0,1,1,0,163.0718
1,0,1,0,0,0,1,0,165.4556
1,0,1,2,1,1,0,0,166.1112
0,0,1,1,1,0,0,0,165.6874
1,0,1,1,1,1,0,0,164.3898
1,0,1,2,1,0,2,0,165.18
0,0,1,2,1,0,3,0,163.2174
1,0,1,0,0,0,3,0,164.1756
0,0,1,0,0,0,3,0,163.7512
1,0,1,2,0,0,3,0,166.9954
1,0,1,2,1,0,3,0,167.6958
0,0,1,0,1,0,3,0,164.9116
0,0,1,1,1,0,1,0,166.7776
0,0,1,0,1,0,2,0,163.7926
0,0,1,0,0,1,3,0,161.8262
1,0,1,0,0,1,3,0,163.7542
1,0,1,0,1,0,2,0,165.0044
1,0,1,0,1,1,1,0,165.6808
1,0,1,2,1,1,1,0,165.9748
0,0,1,2,1,1,2,0,165.5004
0,0,1,1,1,1,1,0,166.5828
0,0,1,0,1,1,2,0,165.9408
0,0,1,2,1,1,0,0,163.3642
0,0,1,2,1,1,3,0,165.2914
1,2,1,0,0,1,3,2,164.601
1,0,1,0,1,1,2,0,164.1068
1,0,1,2,1,1,2,0,164.7156
0,0,1,1,1,0,2,0,162.921
1,0,1,1,1,1,2,0,166.0536
0,0,1,1,1,0,3,0,164.5762
0,2,1,1,0,1,2,3,165.4474
1,2,1,0,1,1,2,2,165.2798
1,2,1,1,1,1,1,3,167.7816
0,2,1,1,1,1,1,1,166.4296
1,2,1,1,0,0,2,3,166.1188
1,2,1,1,1,0,3,3,167.6246
1,2,1,1,1,1,2,3,166.3972
1,2,1,1,1,1,0,2,165.232
1,2,1,1,1,1,0,3,164.981
0,2,1,1,1,1,0,3,163.964
0,2,1,1,0,0,3,3,165.1006
0,2,1,1,0,1,3,3,165.0568
0,2,1,1,1,1,3,3,165.8732
0,0,1,2,0,0,3,0,167.2748
1,0,1,1,0,1,2,0,168.3294
1,0,1,0,1,1,3,0,165.9072
1,0,1,2,1,1,3,0,162.7602
1,0,1,1,1,0,2,0,166.2018
1,0,1,2,0,1,3,0,164.1062
0,0,1,1,0,0,2,0,164.7834
1,0,1,1,1,1,3,0,167.7684
1,0,1,1,1,1,1,0,165.3652
1,0,1,2,0,1,2,0,165.9724
1,0,1,0,1,0,3,0,167.101
0,0,1,1,1,1,0,0,167.0262
1,0,1,0,0,1,2,0,165.7684
0,0,1,1,0,0,3,0,164.4548
1,0,1,0,0,0,2,0,166.4034
0,0,1,1,0,1,2,0,164.6024
0,0,1,1,0,1,3,0,165.5204
0,2,1,0,0,0,1,1,165.1946
0,2,1,0,0,1,1,1,165.314
0,2,1,0,1,1,1,1,166.6684
0,2,1,0,0,1,1,2,164.4738
0,2,1,0,0,1,1,3,164.231
0,2,1,0,0,0,1,3,164.7506
0,2,1,0,1,1,1,3,164.2734
1,2,1,0,0,0,2,1,162.2004
1,2,1,0,0,1,1,3,166.6548
1,2,1,0,0,0,3,1,166.5774
1,2,1,0,0,1,2,1,164.6884
1,2,1,0,0,1,1,1,165.0806
0,2,1,0,1,1,2,1,167.317
0,2,1,2,1,1,0,3,164.4566
0,0,1,0,1,1,3,0,164.3484
1,2,1,2,0,1,0,3,164.441
1,2,1,2,1,1,0,3,164.544
1,2,1,2,1,0,0,3,165.0668
0,0,1,2,0,1,2,0,165.5768
0,0,1,2,0,1,3,0,164.0186
0,0,0,0,0,1,0,0,166.5286
0,0,0,0,1,0,0,0,167.0268
1,0,1,1,0,0,2,0,166.1558
1,0,1,0,1,1,0,0,165.6214
0,2,0,0,0,0,0,1,167.1056
1,2,0,0,0,0,0,2,166.6294
1,2,0,0,0,1,0,1,167.9768
1,2,0,0,1,0,0,1,167.8962
1,2,0,0,0,0,1,1,168.5756
0,2,1,0,1,1,3,3,164.9448
1,2,1,1,0,1,2,3,167.7058
0,2,1,1,1,1,1,2,165.5496
0,2,1,1,0,0,1,1,166.5234
1,2,1,1,0,1,0,1,165.3788
1,2,1,1,1,1,0,1,165.4138
1,2,1,1,0,0,3,2,165.547
0,2,1,1,0,1,1,1,165.5134
0,2,1,1,0,1,1,3,164.7082
0,2,1,1,0,1,1,2,167.081
1,2,1,0,0,1,3,1,165.5144
1,2,1,0,1,1,3,1,165.7434
1,2,1,2,0,0,3,3,164.1768
0,0,1,1,1,1,2,0,166.6984
0,2,0,0,0,0,1,2,167.4082
0,2,0,0,0,0,0,3,167.8128
0,2,0,0,0,1,0,2,165.2014
1,2,0,0,0,1,0,2,168.1124
0,2,0,0,0,1,1,2,167.144
0,2,0,0,1,1,0,2,167.0458
1,2,0,0,0,0,1,2,165.1142
1,2,0,0,0,0,2,2,166.5024
1,2,0,0,1,0,1,2,167.2178
1,2,0,0,0,0,3,2,167.3366
1,2,1,0,0,1,1,2,164.6338
1,2,1,0,1,1,1,2,166.3478
1,2,1,0,1,1,1,1,164.6092
1,2,1,0,0,0,1,3,166.7386
1,2,1,0,1,1,1,3,166.7166
0,0,1,1,1,1,3,0,164.5404
1,2,1,2,0,1,2,1,166.0986
1,2,1,2,0,1,3,1,167.0054
1,2,1,2,0,1,2,2,164.538
1,2,1,2,0,1,3,2,165.2836
1,2,1,2,0,1,1,2,165.774
1,2,1,2,0,1,2,3,166.346
0,2,1,2,0,1,2,2,165.8012
1,2,1,2,1,1,2,2,166.1056
0,2,1,2,0,1,1,2,164.4504
0,2,1,2,0,1,3,2,164.8178
0,2,1,2,0,1,2,1,164.6412
0,2,1,2,0,1,1,1,164.1594
0,2,1,2,1,1,1,1,166.6378
0,2,1,2,0,1,1,3,164.2452
0,2,1,2,0,1,3,1,164.1336
0,2,1,2,1,1,3,2,165.53
0,2,1,2,0,1,3,3,164.142
0,2,1,2,0,1,2,3,164.5982
0,2,1,2,1,1,2,3,165.8712
0,2,1,2,1,1,1,2,165.17
0,2,1,2,1,1,2,2,165.6028
0,2,1,2,1,1,3,3,165.688
1,2,1,2,1,1,2,1,165.5798
1,2,1,2,1,1,1,1,163.2904
1,2,1,2,1,1,3,1,164.7978
1,2,1,2,0,1,3,3,166.4572
1,2,1,2,0,1,1,3,165.0296
1,2,1,2,1,1,1,2,163.2298
1,2,1,2,1,1,2,3,167.0402
0,2,1,2,1,1,2,1,165.2686
0,2,1,2,1,1,3,1,163.2566
1,2,1,2,1,1,3,2,164.498
1,2,1,2,1,1,3,3,165.6936
0,0,1,0,0,0,2,0,164.191
1,2,1,1,0,1,3,2,167.7292
1,2,1,1,1,1,3,1,165.5916
1,2,1,1,0,1,3,1,166.9868
0,2,1,1,1,1,3,1,166.339
1,2,1,1,1,1,3,2,165.7712
1,2,1,1,0,0,3,1,165.3456
0,2,1,1,0,0,3,1,166.6604
0,0,0,0,0,0,2,0,164.984
1,0,0,0,0,0,2,0,166.7744
0,0,0,0,0,0,3,0,165.4656
0,0,0,0,0,1,2,0,166.7918
0,0,0,0,1,0,2,0,166.6926
0,0,0,0,1,0,3,0,164.9114
1,0,0,0,1,0,3,0,167.49
0,0,0,0,1,1,3,0,167.8852
0,0,0,0,0,1,1,0,167.3634
0,0,0,0,1,1,0,0,166.3636
1,0,0,0,0,0,3,0,166.614
1,0,0,0,0,1,3,0,166.5042
1,0,0,0,0,1,2,0,165.3552
0,0,0,0,0,1,3,0,167.7698
1,0,0,0,1,1,2,0,168.3238
1,0,0,0,0,1,0,0,166.8032
1,0,0,0,1,1,0,0,167.1644
0,0,0,0,1,1,1,0,166.6634
1,0,0,0,0,1,1,0,168.7374
0,0,0,0,1,1,2,0,166.5992
1,0,0,0,0,0,0,0,167.7768
0,2,1,1,0,1,2,1,168.1816
1,2,1,1,0,0,2,1,168.218
0,2,1,1,1,0,2,1,167.133
1,2,0,0,0,0,2,3,165.9198
1,2,0,0,0,0,1,3,166.3772
0,2,0,0,0,1,0,3,165.847
1,2,0,0,0,0,0,3,165.5418
1,2,0,0,0,1,0,3,166.1178
0,2,0,0,0,1,1,3,165.5612
1,2,0,0,0,1,1,3,168.5042
0,2,0,0,0,0,1,3,166.4434
0,2,0,0,0,0,2,3,167.909
1,2,0,0,0,1,2,3,168.2838
1,2,0,0,1,0,2,2,167.1708
1,2,0,0,0,0,3,3,167.0804
1,2,1,0,1,0,1,2,165.5152
1,2,1,0,1,0,1,3,166.98
0,2,1,1,0,1,3,1,165.3172
1,0,1,1,0,0,3,0,165.9296
1,0,1,1,1,0,3,0,165.7688
1,0,1,2,0,0,2,0,163.4202
0,0,0,0,1,0,1,0,165.4058
0,2,0,0,1,0,0,2,166.5048
0,2,0,0,1,0,1,2,167.7964
1,2,0,0,1,0,0,3,166.854
0,2,0,0,1,0,0,3,165.5856
0,2,0,0,0,1,2,3,166.8372
0,2,0,0,1,1,1,3,165.7104
0,2,0,0,1,0,1,3,167.7622
1,2,0,0,1,1,1,2,167.738
1,2,0,0,1,1,1,3,166.218
0,2,0,0,1,1,0,3,166.7742
1,2,0,0,1,0,0,2,168.1308
1,2,0,0,1,0,1,3,167.6726
0,2,0,0,1,1,2,3,166.9416
0,2,0,0,0,1,3,3,167.0496
0,2,0,0,0,1,2,2,168.3288
1,2,0,0,1,1,0,3,166.877
0,2,0,0,1,1,3,3,167.779
0,2,0,0,0,0,3,2,167.179
0,2,0,0,1,0,2,2,166.5864
0,2,0,0,1,0,3,2,166.2052
0,2,0,0,1,0,3,3,165.8646
0,2,0,0,1,0,2,3,166.2336
1,2,0,0,1,0,3,3,166.1892
1,2,0,0,1,0,3,2,167.177
0,2,0,0,1,1,1,2,165.5956
0,2,0,0,0,0,3,3,166.5608
0,2,1,0,0,0,3,3,165.3784
0,2,1,0,1,1,3,1,164.8436
1,2,1,1,1,0,0,3,165.0922
0,2,1,1,1,0,3,1,167.0996
1,2,1,1,1,0,2,2,165.7582
1,2,1,1,1,1,2,2,165.1948
1,2,1,1,0,1,2,2,165.883
0,2,1,1,0,1,3,2,165.3036
1,2,1,1,0,0,3,3,166.6352
1,2,1,0,0,1,3,3,165.6086
0,2,1,1,1,1,2,2,167.052
0,2,1,1,0,1,2,2,165.462
1,0,0,0,1,1,3,0,166.62
1,2,1,0,1,1,2,1,165.4646
1,2,1,1,1,1,3,3,165.7432
0,2,1,2,1,1,1,3,164.6752
1,2,1,1,0,1,3,3,165.2772
1,0,0,0,1,0,0,0,166.168
1,2,1,1,0,1,1,3,166.699
0,2,0,0,1,0,0,1,165.6704
1,2,0,0,0,0,3,1,165.9102
0,2,0,0,0,1,0,1,166.8656
0,2,0,0,1,1,1,1,167.8084
0,2,0,0,1,0,1,1,166.442
1,2,0,0,1,1,2,3,168.7032
0,2,0,0,1,1,2,2,168.1578
0,2,0,0,1,0,2,1,167.6616
0,2,0,0,1,0,3,1,167.8766
0,2,0,0,0,0,3,1,167.098
1,2,0,0,1,0,3,1,168.2544
0,2,0,0,1,1,0,1,166.5828
1,2,0,0,0,0,2,1,168.358
1,2,0,0,0,1,3,1,168.1812
0,2,0,0,0,0,1,1,167.5178
0,2,0,0,0,0,2,1,167.1916
0,2,0,0,0,1,1,1,166.278
0,2,0,0,0,1,2,1,166.9488
0,2,0,0,1,1,2,1,165.4908
0,2,0,0,1,1,3,1,167.3416
1,2,0,0,1,1,0,1,167.2962
1,0,1,1,0,0,1,0,163.356
1,0,0,0,1,0,1,0,168.1436
1,2,0,0,1,1,0,2,167.95
1,2,0,0,1,1,1,1,166.6678
1,2,0,0,0,1,1,2,167.4358
1,2,0,0,0,1,1,1,167.9776
1,2,0,0,1,0,1,1,165.88
1,2,0,0,1,0,2,1,167.2368
0,2,0,0,1,1,3,2,166.6048
1,2,0,0,0,1,3,2,165.9954
1,2,0,0,0,1,3,3,166.3842
1,2,0,0,1,1,3,2,166.1682
