WindowSize,CompressionLevel,Performance
6,0,1.59
0,5,3.306
0,0,1.662
4,0,1.472
3,0,1.514
5,0,1.534
4,1,1.46
4,2,1.9
2,0,1.528
2,1,1.542
5,1,1.52
3,1,1.514
7,0,1.606
6,1,1.598
8,0,1.628
7,1,1.612
9,0,1.614
10,0,1.63
9,1,1.604
8,1,1.63
