topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,10,4,10,10,0,1,1000,512,100,5,0,2.0
2,1,2,1000000,1,0,1,10,1024,10000,2,0,2.0
4,10,4,10,10,0,1,1000,512,10000,2,0,0.143167429934
2,10,4,10,10,0,1,1000,512,10000,2,0,0.150037516528
2,10,2,10,1,1,1000,10,512,10000,5,29,2.0
2,1,2,10,1,0,1000,10,512,10000,2,29,2.0
4,10,2,1000000,10,1,1000,10,512,10000,2,29,2.0
2,10,2,10,1,1,1000,1000,1024,10000,2,0,0.762869667172
2,10,4,10,1,1,1,10,1024,10000,2,29,2.0
2,10,4,1000000,1,0,1000,1000,1024,100,5,29,2.0
4,1,2,10,1,0,1000,10,512,10000,5,0,2.0
4,10,2,10,1,0,1000,1000,1024,10000,2,29,0.586281887347
2,1,4,1000000,1,1,1000,10,512,10000,2,29,2.0
2,1,2,10,10,1,1000,1000,512,10000,2,29,0.771711584369
2,10,4,10,1,1,1,10,512,10000,5,0,2.0
2,1,2,1000000,10,1,1000,10,1024,10000,2,29,2.0
4,10,4,10,1,1,1000,10,512,100,5,29,0.216153759211
4,1,4,1000000,1,0,1,1000,512,10000,2,0,0.00187242201533
2,10,4,1000000,10,1,1000,1000,512,100,2,29,2.0
2,1,2,1000000,1,1,1000,10,512,100,5,0,2.0
2,10,4,10,1,0,1000,1000,512,100,2,29,2.0
4,1,4,1000000,10,0,1,1000,512,100,2,29,2.0
4,1,2,10,1,0,1,1000,512,100,5,29,2.0
2,10,2,10,10,0,1000,10,512,10000,2,29,2.0
2,10,4,10,10,1,1,10,512,100,2,29,0.149319868236
4,1,2,10,1,1,1,10,512,100,5,0,0.0146048917195
4,1,4,10,10,0,1000,10,1024,10000,5,0,2.0
2,1,2,10,1,0,1,10,512,100,5,29,0.0151536815902
4,10,4,10,10,0,1,10,512,10000,2,0,2.0
2,1,4,1000000,1,1,1,1000,512,10000,5,0,0.000821142163812
4,10,2,1000000,10,0,1000,10,512,10000,2,29,2.0
4,1,2,1000000,10,0,1,10,1024,100,5,0,2.72352293138e-06
4,10,4,1000000,1,0,1,1000,1024,100,5,29,2.0
2,1,2,10,10,1,1000,10,512,10000,2,0,2.0
4,1,2,10,10,1,1,10,1024,100,5,29,0.0877913999316
2,1,4,1000000,10,1,1,1000,1024,100,5,0,2.0
4,10,4,10,10,0,1000,10,512,100,2,29,0.426353897293
2,10,4,1000000,1,0,1000,1000,1024,100,2,29,2.0
4,10,4,1000000,1,0,1000,1000,1024,10000,5,29,0.000807524549155
4,1,2,1000000,10,1,1000,10,1024,10000,5,0,2.0
2,10,4,10,10,1,1000,10,1024,100,2,0,0.741656147059
2,1,4,10,1,0,1000,10,1024,100,2,29,0.984953897566
4,10,2,1000000,10,1,1000,1000,512,10000,2,29,0.000121196770447
4,10,4,10,1,0,1,1000,512,10000,2,0,0.0150188672051
4,10,2,1000000,1,0,1000,10,1024,10000,5,0,2.0
2,10,4,10,1,0,1,10,512,10000,2,0,2.0
4,1,4,1000000,1,0,1,10,512,100,5,29,0.000864718530714
2,10,4,10,1,0,1000,10,1024,100,5,29,0.307363180421
2,1,2,10,1,1,1,10,1024,100,5,29,0.0150433789115
2,10,2,1000000,1,0,1,10,1024,10000,2,29,2.0
2,1,4,1000000,10,1,1,10,1024,100,5,29,2.0
2,10,2,10,1,1,1000,10,1024,10000,5,29,2.0
2,1,2,10,10,0,1000,10,1024,10000,5,29,2.0
4,10,4,1000000,10,0,1000,1000,512,100,5,29,2.0
4,1,2,1000000,10,0,1000,10,1024,10000,5,29,2.0
4,1,4,10,10,1,1,10,1024,100,5,0,0.0827801177379
2,10,4,10,10,0,1000,1000,512,10000,2,29,0.74351495146
2,10,2,1000000,10,1,1000,10,512,10000,2,29,2.0
4,10,4,10,10,0,1,10,1024,100,5,0,0.0760189720607
2,10,4,10,1,0,1000,10,1024,100,2,29,0.873877738332
4,10,4,1000000,1,0,1,1000,1024,100,2,29,2.0
4,10,4,10,10,0,1,1000,512,100,5,0,2.0
2,10,4,10,1,0,1000,1000,1024,10000,5,0,0.302787661896
4,1,4,10,1,0,1000,1000,512,100,5,29,2.0
4,1,2,1000000,10,0,1,1000,1024,10000,2,0,0.00530406090887
2,10,4,10,10,1,1000,10,512,100,2,0,0.731410253791
2,1,4,10,10,0,1000,1000,1024,100,2,29,2.0
2,10,4,1000000,1,1,1000,10,1024,100,2,29,0.00479748564363
2,10,2,10,10,0,1000,1000,1024,100,5,0,2.0
4,10,4,10,1,0,1000,1000,1024,10000,2,0,0.704087871744
2,1,2,10,10,1,1,10,512,100,2,29,0.149932660896
2,1,2,10,1,0,1000,1000,1024,100,5,29,2.0
2,1,4,10,1,0,1000,1000,512,100,5,29,2.0
2,10,4,10,10,0,1000,1000,1024,100,5,29,2.0
2,10,2,10,1,1,1000,10,1024,100,2,0,0.777358809167
4,10,2,10,10,0,1000,10,512,10000,5,0,2.0
2,1,2,10,10,1,1000,1000,1024,100,2,29,2.0
4,10,2,10,10,1,1,1000,512,10000,2,29,0.145487871472
2,1,2,1000000,10,1,1000,1000,1024,100,2,29,2.0
4,10,2,1000000,10,0,1,10,512,10000,5,0,2.0
2,1,4,1000000,10,1,1,1000,512,10000,2,0,2.0
4,10,2,10,10,0,1000,10,512,100,2,0,0.516144363057
4,10,4,1000000,10,1,1000,1000,512,100,5,29,2.0
4,10,4,1000000,1,0,1000,1000,512,100,2,0,2.0
4,10,4,10,10,1,1000,10,1024,10000,5,29,2.0
2,1,4,10,1,1,1,1000,1024,10000,2,0,0.0149875466914
2,1,4,10,1,0,1000,1000,1024,10000,5,29,0.383363087821
4,10,4,1000000,10,0,1,1000,1024,100,5,29,2.0
2,10,4,10,10,0,1000,10,512,100,2,0,0.719325982545
4,10,2,1000000,10,0,1,1000,1024,10000,5,0,2.0
2,10,4,10,10,0,1,1000,512,10000,5,0,0.132074521034
2,1,2,10,1,0,1,1000,1024,10000,2,29,0.0150392936271
4,10,2,10,1,0,1,10,1024,10000,5,0,2.0
4,1,4,10,1,1,1000,1000,1024,100,2,29,2.0
4,1,2,1000000,10,0,1,1000,1024,10000,2,29,0.00523052578972
4,1,4,1000000,10,0,1000,1000,1024,10000,5,0,2.0
2,10,4,1000000,10,1,1000,1000,1024,10000,5,0,2.0
4,1,4,10,10,0,1,1000,512,100,2,0,2.0
2,10,2,10,1,0,1000,10,1024,10000,5,0,2.0
2,10,2,10,1,0,1000,1000,512,100,2,29,2.0
2,1,2,10,1,1,1000,10,512,100,2,29,0.84315095262
4,10,2,10,10,1,1,1000,1024,10000,5,29,0.082400186289
4,10,2,1000000,10,0,1000,1000,1024,100,2,0,2.0
2,1,2,1000000,1,0,1000,1000,1024,100,2,0,2.0
2,1,2,1000000,10,0,1,1000,512,10000,2,0,2.0
4,10,2,1000000,10,0,1,1000,1024,100,5,0,2.0
4,1,4,10,10,1,1000,1000,512,10000,5,29,0.184939462894
2,10,4,1000000,1,0,1,1000,512,10000,2,29,0.00243619126212
4,1,4,10,1,0,1,10,1024,100,5,29,0.0147124708753
2,10,2,10,10,1,1,1000,1024,100,5,29,2.0
4,1,2,10,10,0,1,10,1024,10000,5,0,2.0
4,1,2,1000000,10,0,1000,10,1024,10000,2,29,2.0
2,1,2,10,1,0,1,1000,1024,10000,5,0,0.0151672992049
4,1,2,10,1,1,1000,10,1024,10000,5,0,2.0
4,10,2,10,1,1,1000,10,1024,100,2,29,0.59133946943
2,1,2,1000000,1,1,1000,1000,512,100,2,29,2.0
2,1,2,10,10,1,1000,1000,1024,10000,2,0,0.778480900615
4,10,2,1000000,10,1,1,1000,1024,10000,5,0,2.0
4,10,2,10,10,0,1000,1000,1024,100,2,0,2.0
4,10,2,1000000,1,1,1,1000,1024,100,5,0,2.0
2,10,4,10,1,1,1,10,1024,10000,5,0,2.0
2,10,4,10,10,1,1000,1000,1024,100,5,0,2.0
2,1,4,10,1,1,1,1000,512,100,5,0,2.0
4,10,2,1000000,1,0,1,1000,1024,100,2,29,2.0
4,1,4,10,10,0,1000,10,512,10000,2,29,2.0
2,1,2,10,1,1,1,10,1024,10000,2,29,2.0
2,10,4,10,10,0,1,10,1024,10000,5,29,2.0
2,10,4,1000000,1,0,1000,1000,1024,100,2,0,2.0
4,1,4,1000000,10,1,1000,1000,512,100,5,0,2.0
2,1,2,1000000,1,0,1,1000,1024,100,5,0,2.0
2,1,2,1000000,1,0,1000,10,512,100,2,29,0.000644113173272
4,1,4,10,10,1,1,1000,1024,10000,2,29,0.144574129528
2,1,2,10,10,1,1000,1000,1024,10000,5,29,0.344351345352
4,10,2,1000000,10,1,1,10,512,100,2,0,0.000129367339241
4,10,4,1000000,10,0,1,10,512,10000,2,29,2.0
2,10,2,10,1,1,1,1000,1024,100,5,29,2.0
2,1,2,10,1,1,1000,10,512,100,5,29,0.301326491844
2,1,2,10,1,1,1000,10,512,10000,5,29,2.0
2,1,2,1000000,1,0,1000,10,1024,10000,5,29,2.0
2,10,4,1000000,1,1,1000,10,512,10000,5,29,2.0
4,10,4,1000000,10,1,1000,1000,512,10000,5,0,0.000472531228595
4,1,2,1000000,10,1,1,1000,1024,100,2,29,2.0
2,1,4,1000000,10,1,1000,10,512,100,2,0,2.0
2,10,2,1000000,10,0,1000,1000,1024,10000,2,29,2.0
4,1,4,10,1,1,1000,10,1024,10000,2,29,2.0
4,1,4,1000000,1,0,1000,10,512,10000,5,0,2.0
4,10,4,10,10,1,1000,10,512,100,2,0,0.427172315934
2,10,2,1000000,1,1,1000,1000,512,10000,2,29,0.00499085577176
2,1,4,1000000,1,0,1,1000,1024,100,5,0,2.0
2,10,4,1000000,10,0,1000,10,512,100,2,29,2.0
4,1,2,10,10,1,1000,1000,512,100,5,29,2.0
4,1,2,1000000,10,0,1000,1000,512,10000,2,0,0.000104855632858
2,10,4,1000000,1,0,1,1000,512,10000,2,0,0.00248793819782
2,10,4,10,10,0,1,1000,1024,10000,2,29,0.149328038805
4,10,4,10,10,1,1,1000,512,10000,5,0,0.0785477631025
4,10,2,10,1,1,1000,1000,1024,10000,2,0,0.60368656064
2,1,4,10,10,1,1,10,512,100,2,0,0.148067047688
2,10,2,1000000,1,0,1,1000,1024,100,2,29,2.0
2,1,2,1000000,1,0,1000,1000,1024,10000,5,0,2.0
4,10,4,10,10,0,1000,10,1024,10000,2,0,2.0
2,1,2,1000000,10,0,1000,1000,512,100,5,29,2.0
2,1,2,1000000,10,0,1,10,1024,100,5,0,2.0
2,1,4,1000000,10,0,1000,1000,1024,100,5,0,2.0
2,1,4,1000000,1,1,1,1000,1024,10000,2,29,0.00141759368578
4,10,4,10,1,1,1000,10,512,100,2,29,0.732397530854
4,10,2,10,1,0,1,1000,1024,100,2,29,2.0
2,1,2,1000000,10,0,1000,10,1024,100,5,29,2.0
4,1,4,10,1,0,1,10,1024,10000,2,0,2.0
4,10,4,10,10,0,1,10,1024,10000,5,0,2.0
2,1,2,10,1,0,1,1000,1024,10000,2,0,0.0150706141408
4,10,4,1000000,10,1,1000,10,512,10000,2,29,2.0
2,1,2,10,1,0,1,10,1024,10000,2,29,2.0
4,10,4,10,1,1,1000,10,1024,10000,2,0,2.0
4,10,4,10,1,1,1,10,512,10000,5,29,2.0
4,1,2,1000000,10,0,1,10,512,100,2,29,0.00515154362471
2,10,4,1000000,1,1,1000,1000,1024,100,5,0,2.0
4,10,4,1000000,1,1,1,1000,512,10000,2,0,0.00237899728056
2,1,2,10,1,1,1000,1000,512,100,5,0,2.0
2,10,2,10,10,1,1000,10,512,10000,2,29,2.0
2,10,2,1000000,10,1,1000,10,512,10000,2,0,2.0
4,1,2,1000000,10,1,1000,10,512,10000,2,29,2.0
4,1,4,1000000,1,1,1,10,512,100,2,29,0.00190782781343
2,10,2,1000000,1,0,1000,1000,512,10000,2,29,2.0
2,1,4,1000000,10,1,1,1000,512,100,5,0,2.0
4,10,4,10,1,1,1,10,512,100,5,0,0.0144373950593
2,10,2,1000000,1,1,1000,10,1024,10000,2,0,2.0
2,1,2,10,10,1,1000,1000,1024,100,5,0,2.0
2,10,4,10,10,1,1000,10,512,10000,2,0,2.0
4,10,2,10,1,1,1,10,1024,10000,2,0,2.0
4,10,2,10,10,1,1000,1000,1024,10000,5,29,0.199316940449
4,1,2,10,10,0,1000,10,512,10000,2,29,2.0
2,1,4,1000000,1,1,1,10,1024,100,2,29,0.00137946436475
4,1,4,1000000,1,0,1,1000,1024,100,5,0,2.0
4,1,4,1000000,1,1,1,1000,512,100,5,0,2.0
4,1,4,10,1,1,1000,1000,512,10000,5,0,0.240849303391
2,1,4,1000000,1,0,1,10,512,100,2,0,0.00138491141061
2,10,2,1000000,1,0,1,1000,512,100,5,29,2.0
4,1,2,1000000,1,1,1,10,512,10000,5,29,2.0
2,10,4,10,1,0,1,10,1024,100,5,29,0.0145667623985
4,1,2,1000000,10,1,1000,1000,1024,100,5,29,2.0
2,10,4,10,10,0,1,10,512,100,2,0,0.149288547722
4,10,2,10,1,1,1,10,1024,100,5,0,0.0145599535912
4,1,2,1000000,1,1,1,10,1024,100,5,29,0.000671348402586
4,1,4,10,1,1,1000,10,512,100,5,29,0.244024931129
2,1,4,1000000,1,0,1,1000,512,100,2,29,2.0
2,1,2,10,1,0,1,1000,1024,100,2,29,2.0
4,1,2,1000000,10,0,1,10,1024,10000,2,29,2.0
4,1,2,10,10,0,1,1000,1024,100,2,0,2.0
2,1,4,10,10,1,1,10,512,100,5,0,0.137867454309
2,10,2,1000000,1,0,1,1000,1024,10000,5,29,0.00105264161298
4,1,4,10,10,1,1000,10,512,10000,5,0,2.0
4,1,4,10,10,0,1000,1000,512,100,5,29,2.0
2,1,4,10,10,0,1,10,1024,100,2,29,0.150221354326
4,1,4,1000000,1,0,1,1000,512,100,2,0,2.0
4,10,2,10,1,1,1,10,512,10000,5,0,2.0
4,10,2,10,1,1,1,1000,512,100,2,0,2.0
4,1,4,1000000,10,1,1000,1000,1024,100,2,0,2.0
4,1,2,10,10,1,1000,1000,512,10000,5,29,0.206528829171
4,1,2,1000000,10,0,1,10,1024,100,5,29,0.00114115610825
4,10,4,10,1,0,1000,10,512,10000,5,0,2.0
4,1,2,1000000,10,0,1000,10,512,100,5,0,2.0
2,1,4,1000000,10,1,1000,1000,512,10000,2,29,2.0
4,1,2,10,1,1,1,10,512,10000,2,0,2.0
2,10,2,1000000,1,0,1,10,512,100,5,0,0.0010281299066
4,1,4,1000000,10,1,1,10,512,100,2,29,0.00544432233983
2,1,2,1000000,10,1,1,1000,512,100,2,0,2.0
2,10,2,10,10,0,1000,10,1024,100,5,29,0.277502475001
2,1,2,1000000,1,0,1000,10,1024,100,2,29,2.0
2,1,2,1000000,10,1,1000,1000,1024,100,2,0,2.0
4,1,4,10,10,1,1,10,512,10000,2,0,2.0
2,10,2,1000000,1,0,1000,10,512,10000,5,29,2.0
4,10,4,1000000,1,1,1000,1000,1024,10000,5,29,2.0
2,1,4,10,1,1,1000,10,512,100,5,0,0.369689640944
4,1,4,1000000,1,1,1,10,512,10000,2,29,2.0
4,1,2,1000000,1,1,1000,1000,512,100,5,29,2.0
4,1,2,10,10,0,1,1000,1024,10000,5,0,0.0870383458411
2,10,4,1000000,1,0,1000,10,1024,10000,5,0,2.0
2,1,4,10,10,1,1000,10,1024,100,5,0,0.308120319796
4,1,4,10,10,0,1000,1000,1024,100,5,0,2.0
2,1,2,1000000,10,0,1,1000,1024,100,2,29,2.0
4,10,2,10,10,1,1,1000,512,100,5,0,2.0
4,10,2,1000000,1,1,1,1000,512,10000,5,29,0.000851100916057
4,10,2,10,10,1,1000,10,512,10000,5,29,2.0
2,10,4,1000000,10,1,1000,10,512,10000,2,29,2.0
2,10,2,1000000,10,1,1,1000,512,100,2,0,2.0
2,10,4,10,1,0,1000,10,512,10000,5,0,2.0
4,1,4,10,1,0,1,10,512,100,5,29,0.0147614942881
4,10,4,1000000,10,0,1000,10,512,10000,2,0,2.0
4,1,2,1000000,10,1,1000,10,512,100,5,0,2.0
4,10,4,1000000,1,0,1000,1000,512,100,5,29,2.0
2,10,4,10,10,1,1000,1000,512,10000,2,0,0.75511035034
2,1,4,1000000,10,0,1,1000,1024,100,2,29,2.0
4,10,2,10,10,0,1000,1000,512,10000,2,29,0.522503789101
2,10,2,10,10,1,1000,10,512,100,2,0,0.746230303823
4,1,2,10,10,0,1,10,1024,100,2,0,0.14434399184
2,1,4,10,10,0,1000,10,1024,10000,5,29,2.0
2,10,2,10,1,0,1000,1000,512,10000,5,0,0.282869176938
4,10,2,10,1,0,1,10,512,100,2,0,0.0147288120129
4,10,2,10,10,0,1,10,512,100,2,29,0.144466550372
4,10,2,1000000,10,1,1,1000,512,10000,2,29,2.0
4,10,2,10,1,0,1,1000,1024,10000,2,29,0.0148118794623
4,1,4,10,10,1,1,1000,512,100,5,0,2.0
2,10,4,1000000,10,1,1000,10,1024,10000,5,29,2.0
4,1,4,1000000,1,0,1000,1000,512,100,5,0,2.0
2,1,4,1000000,1,0,1,10,512,100,2,29,0.0012977586768
2,1,4,1000000,1,1,1,1000,512,10000,2,0,0.00138491141061
2,1,2,10,1,0,1000,1000,1024,10000,2,0,0.832051234913
4,10,2,10,10,1,1,10,512,100,5,29,0.0815599794646
2,10,2,1000000,1,1,1,1000,512,10000,2,0,0.00246615001437
4,1,2,1000000,1,0,1000,1000,1024,10000,2,29,2.0
4,1,4,10,10,0,1,10,512,100,5,29,0.0796371722751
2,1,4,1000000,1,0,1000,10,512,100,2,29,2.72352293138e-05
4,1,2,1000000,1,0,1,1000,512,10000,5,29,0.000742159998802
4,10,4,1000000,1,1,1,1000,512,10000,2,29,0.00234086795952
4,10,4,1000000,1,0,1000,1000,1024,10000,2,29,2.0
2,10,2,10,1,1,1000,10,1024,100,5,0,0.268175770723
4,10,2,10,10,0,1,1000,512,100,2,0,2.0
2,1,4,1000000,10,0,1,10,1024,100,2,0,2.0
2,1,4,1000000,1,1,1000,10,512,100,5,0,2.0
4,10,4,1000000,1,1,1000,1000,512,10000,2,29,6.26410274218e-05
2,10,2,10,1,0,1,1000,512,100,2,0,2.0
4,10,2,10,1,0,1000,1000,1024,10000,5,29,0.208561939039
2,1,2,1000000,1,0,1,1000,1024,10000,2,0,0.00145027596096
4,1,4,1000000,10,1,1,1000,512,100,5,29,2.0
2,10,4,1000000,10,0,1,10,512,100,5,0,2.0
4,10,4,10,10,0,1000,1000,1024,10000,2,29,0.388261343813
4,1,2,1000000,1,0,1,10,512,10000,2,0,2.0
4,1,4,10,10,1,1000,1000,1024,100,5,29,2.0
4,1,4,1000000,10,1,1000,1000,1024,10000,5,29,2.0
2,1,2,10,10,1,1,10,1024,100,5,29,0.142215558669
2,1,2,10,10,0,1,1000,512,10000,5,0,0.0799735273571
4,1,2,10,10,1,1000,10,1024,100,5,0,0.208316821976
2,1,2,10,1,1,1,10,512,10000,5,0,2.0
4,10,2,1000000,10,1,1000,1000,512,100,5,29,2.0
4,10,2,1000000,1,0,1,1000,1024,100,5,0,2.0
4,10,4,1000000,1,0,1000,1000,1024,100,2,0,2.0
4,10,2,10,1,0,1,10,512,100,5,0,0.0145803800132
4,1,4,10,1,0,1000,1000,1024,10000,5,0,0.242525631755
2,1,4,1000000,10,1,1000,10,512,10000,5,29,2.0
2,1,4,10,1,0,1,10,1024,100,5,29,0.0152285784708
4,10,2,10,10,0,1000,1000,512,10000,5,29,0.216475134917
2,10,2,10,10,0,1,1000,512,10000,2,29,0.149028451282
2,1,2,1000000,1,0,1000,1000,512,10000,5,29,4.49381283678e-05
2,10,4,1000000,1,1,1000,1000,1024,10000,2,0,0.00017702899054
2,1,2,1000000,1,1,1000,1000,512,10000,2,0,0.000122558531912
2,1,4,1000000,10,1,1000,10,1024,100,5,29,2.0
4,10,2,1000000,1,0,1,10,1024,10000,2,29,2.0
4,10,2,1000000,10,0,1,10,512,10000,5,29,2.0
4,10,2,10,10,0,1,1000,512,100,2,29,2.0
2,1,4,1000000,10,0,1,10,1024,10000,5,0,2.0
4,1,2,10,1,0,1,1000,1024,100,2,29,2.0
4,1,4,10,1,1,1,10,512,100,5,0,0.0145504212609
2,1,4,1000000,10,0,1000,1000,512,100,2,0,2.0
2,1,2,1000000,1,1,1000,10,1024,10000,2,0,2.0
4,10,2,1000000,1,0,1000,1000,512,100,5,29,2.0
4,10,2,10,1,0,1,10,512,10000,2,0,2.0
4,1,4,1000000,1,1,1,10,512,10000,5,29,2.0
2,1,2,1000000,1,0,1000,1000,512,100,5,29,2.0
4,1,4,1000000,1,1,1000,1000,512,10000,5,0,0.00103766223686
4,1,2,1000000,10,1,1,10,1024,10000,2,29,2.0
2,10,2,10,10,0,1,1000,512,100,5,0,2.0
4,1,2,1000000,1,0,1,10,512,10000,2,29,2.0
4,1,2,1000000,10,0,1,10,1024,100,2,29,0.0059577064124
4,10,4,1000000,10,1,1000,1000,1024,10000,2,29,2.0
2,10,2,1000000,10,0,1000,10,512,10000,2,0,2.0
2,1,2,10,1,1,1,1000,1024,10000,5,29,0.0151455110214
2,1,2,1000000,10,1,1,1000,512,100,2,29,2.0
4,10,4,1000000,1,0,1000,10,1024,100,5,29,0.000114387963118
2,10,4,10,1,0,1000,10,1024,100,2,0,0.878905361663
2,1,2,1000000,1,1,1,10,1024,100,2,29,0.00138218788768
4,10,4,1000000,1,0,1,10,1024,100,2,0,0.00232725034487
2,10,4,10,10,1,1,10,1024,10000,2,29,2.0
4,1,2,1000000,1,0,1000,10,512,100,2,0,2.0
4,10,2,1000000,1,0,1000,1000,512,10000,2,0,0.000182476036403
2,10,2,1000000,1,1,1,1000,512,100,5,0,2.0
4,10,4,1000000,10,0,1000,1000,1024,10000,5,0,2.0
4,10,2,1000000,10,1,1,10,1024,10000,5,0,2.0
4,1,4,10,1,1,1000,10,1024,100,5,0,0.251247713943
4,10,4,10,10,0,1000,1000,512,100,2,29,2.0
4,10,2,10,10,1,1000,1000,512,100,2,29,2.0
4,1,2,10,1,1,1000,10,512,100,2,29,0.47932778007
4,10,2,10,1,0,1,10,1024,10000,2,0,2.0
4,10,2,10,10,0,1,1000,512,10000,5,0,0.0800388919075
2,10,2,1000000,1,0,1,1000,1024,10000,5,0,0.000976382970901
4,1,2,1000000,1,0,1000,1000,512,10000,2,29,2.0
4,1,4,1000000,10,0,1000,1000,512,10000,2,0,2.0
4,1,2,10,1,1,1,1000,1024,10000,2,0,0.0149031174805
2,10,2,10,1,0,1000,1000,512,100,2,0,2.0
2,10,2,10,1,1,1000,1000,1024,10000,5,0,0.282576398223
4,1,4,10,10,0,1,1000,1024,10000,5,0,0.0794478874314
2,10,2,10,1,1,1000,1000,1024,100,2,0,2.0
2,1,2,10,1,0,1000,1000,512,10000,2,0,0.857260163166
4,1,2,1000000,10,0,1,1000,1024,10000,5,0,0.0
4,10,4,10,10,0,1000,1000,512,10000,5,29,0.195504008345
4,1,4,1000000,1,0,1,10,512,10000,5,0,2.0
2,1,4,10,10,0,1000,10,1024,10000,5,0,2.0
2,1,2,10,10,1,1000,1000,1024,100,5,29,2.0
4,10,4,10,10,0,1,1000,1024,10000,5,0,0.078549124864
4,1,2,10,10,0,1000,10,1024,10000,2,0,2.0
2,1,4,1000000,10,1,1000,1000,1024,10000,2,29,2.0
2,10,4,1000000,10,1,1000,10,1024,10000,2,29,2.0
4,1,4,10,1,1,1,10,512,100,2,29,0.0144101598299
4,10,2,10,1,0,1,1000,512,100,5,29,2.0
4,1,2,10,10,0,1000,1000,1024,100,5,0,2.0
4,10,4,10,10,1,1,1000,512,10000,2,29,0.142904609971
2,10,4,1000000,1,0,1,10,512,100,5,0,0.00100906524608
2,1,2,10,10,0,1,10,1024,10000,2,29,2.0
4,1,4,1000000,1,0,1,10,1024,10000,2,29,2.0
2,1,2,1000000,1,1,1000,1000,512,10000,5,29,4.08528439707e-05
2,10,2,1000000,10,1,1,10,1024,10000,2,29,2.0
4,1,2,10,1,0,1,10,1024,100,5,29,0.0144823331876
2,1,4,1000000,1,1,1,10,512,10000,2,29,2.0
2,10,4,10,10,1,1000,1000,512,100,5,29,2.0
4,10,4,1000000,10,1,1000,1000,512,100,2,0,2.0
4,10,2,10,1,1,1000,1000,512,10000,5,0,0.201985992922
2,10,2,1000000,1,0,1,1000,512,100,5,0,2.0
2,1,4,1000000,10,0,1,10,1024,10000,5,29,2.0
2,10,2,1000000,1,1,1,1000,1024,100,2,29,2.0
4,1,4,10,10,0,1,10,1024,100,5,29,0.0805672553561
2,1,4,1000000,10,0,1,1000,1024,10000,5,0,2.0
4,1,2,1000000,1,1,1000,1000,512,100,2,29,2.0
2,1,2,1000000,1,0,1000,10,512,10000,2,0,2.0
4,1,4,1000000,10,1,1000,10,1024,100,5,0,2.0
4,1,4,1000000,1,0,1000,10,512,100,2,29,2.0
4,10,2,1000000,1,1,1000,10,1024,10000,2,29,2.0
4,10,2,1000000,10,1,1000,1000,1024,100,5,29,2.0
4,1,2,1000000,1,0,1,10,1024,100,5,0,0.000657730787929
2,1,2,1000000,10,0,1000,1000,512,10000,5,29,2.0
2,10,2,10,1,0,1,10,512,10000,5,29,2.0
2,10,2,1000000,10,0,1,1000,512,100,2,29,2.0
4,10,4,1000000,10,0,1,1000,512,10000,2,0,2.31499449167e-05
4,10,2,10,10,1,1000,1000,512,10000,2,0,0.505337424065
2,10,2,10,10,0,1000,1000,1024,100,2,0,2.0
4,10,2,1000000,10,1,1,1000,512,100,5,0,2.0
2,10,2,1000000,1,1,1,1000,1024,10000,2,29,0.00249610876661
2,1,4,1000000,10,1,1000,1000,1024,100,2,29,2.0
4,10,2,1000000,1,1,1000,10,512,100,2,0,0.00716150354807
4,10,2,10,1,0,1,1000,512,100,2,29,2.0
4,1,2,1000000,10,1,1,10,512,10000,2,0,2.0
2,1,2,10,10,0,1000,1000,1024,10000,2,29,0.73836749312
2,1,4,1000000,1,0,1000,1000,1024,10000,5,0,0.000166134898814
2,1,2,1000000,10,1,1,1000,1024,100,2,0,2.0
2,10,2,10,10,1,1000,10,1024,100,5,0,0.296298868512
4,1,4,10,1,0,1,10,1024,10000,5,29,2.0
2,10,4,1000000,10,0,1,1000,1024,10000,2,29,2.0
2,1,4,10,10,1,1000,1000,512,10000,5,0,0.305572464094
2,1,4,10,1,0,1000,10,512,10000,2,29,2.0
2,1,2,10,1,1,1000,1000,1024,100,2,0,2.0
2,1,2,1000000,10,1,1,1000,1024,10000,2,0,2.0
2,10,2,1000000,1,1,1000,10,512,100,5,29,2.0
4,10,4,10,10,0,1,1000,512,10000,2,29,0.142023550303
4,1,4,10,10,1,1000,10,1024,100,2,0,0.459730670817
2,1,2,10,1,1,1,1000,1024,100,5,29,2.0
4,10,4,1000000,1,1,1,1000,1024,100,2,0,2.0
2,10,2,1000000,10,1,1000,10,512,100,2,0,2.0
2,10,2,1000000,1,1,1000,10,1024,100,2,29,4.08528439707e-05
2,1,2,1000000,10,1,1,10,1024,100,5,29,2.0
2,1,4,10,1,0,1,10,512,10000,2,0,2.0
4,1,4,10,1,1,1000,10,1024,10000,2,0,2.0
4,10,2,10,10,1,1,10,1024,100,2,29,0.143674005199
2,1,4,1000000,1,0,1000,10,1024,100,5,29,2.0
4,10,2,10,1,1,1000,10,512,100,5,29,0.205807095594
2,10,4,1000000,1,1,1,10,1024,100,5,0,0.00106898275057
4,1,2,10,10,0,1000,1000,1024,10000,2,0,0.536351541446
4,10,4,1000000,10,0,1000,10,1024,100,5,0,2.0
4,1,4,10,10,1,1000,1000,512,100,2,29,2.0
2,10,4,1000000,1,0,1,1000,512,100,2,0,2.0
