ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,79466.0
0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,72354.4
0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,75772.2
0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,65657.8
0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,84585.0
1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,92954.0
1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,64358.4
0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,67813.0
0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,90315.6
1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,87220.8
0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,88636.0
0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,83054.2
1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,84073.0
1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,95684.4
0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,78138.4
0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,65584.6
0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,77937.8
0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,79863.0
1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,77246.2
0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,82234.2
0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,93058.8
1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,74289.6
0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,82021.2
0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,72086.4
0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,72951.0
0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,82130.0
