new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
1,1,2,0,0,1,0,1,0,1,94.718
4,3,3,0,0,1,0,1,0,1,49.462
2,3,1,1,1,0,0,0,1,0,71.694
4,1,3,1,0,1,0,0,0,1,23.586
2,3,2,1,1,1,0,0,1,1,72.078
2,2,3,1,0,0,0,0,0,0,62.928
3,2,3,1,1,0,1,0,1,0,42.09
1,1,3,0,0,0,0,0,0,1,86.546
2,3,2,0,1,0,1,0,0,1,95.928
3,3,1,0,0,0,0,0,0,0,61.63
1,3,1,0,1,1,1,0,0,0,178.016
3,2,3,1,0,0,1,0,1,1,42.34
4,2,3,0,0,0,0,1,1,1,31.748
2,3,3,0,1,1,1,1,0,1,104.038
3,3,1,0,1,1,0,1,1,1,54.514
3,3,1,0,0,0,0,0,0,1,61.406
2,3,3,0,1,0,0,1,0,0,95.302
2,1,3,0,1,0,0,0,1,1,45.668
4,3,3,1,1,0,0,0,0,1,43.352
1,3,3,1,0,0,0,0,0,0,158.636
2,1,1,1,0,0,1,0,0,1,43.6
4,3,3,1,0,1,0,1,0,1,47.038
3,3,2,0,1,1,0,0,1,1,51.492
2,1,1,1,0,1,0,0,0,1,42.772
2,3,3,0,1,0,0,1,1,0,80.134
3,3,1,0,0,1,1,0,1,1,58.444
3,3,2,1,1,0,0,0,1,1,49.338
4,3,1,1,1,1,1,0,1,1,40.79
2,3,3,0,0,0,1,0,0,1,97.676
2,3,3,1,1,0,1,0,1,0,80.926
4,1,1,1,0,0,1,0,0,1,22.646
2,1,3,1,0,0,0,1,1,0,46.918
4,1,3,1,1,0,0,0,0,1,22.982
1,3,3,1,0,1,1,0,0,0,173.418
3,3,3,0,1,0,1,1,1,1,61.224
2,3,1,1,0,0,1,1,1,0,85.126
1,3,3,0,1,0,0,1,1,1,152.926
1,3,2,1,0,1,0,0,0,0,158.85
1,3,3,0,1,1,0,0,0,1,164.596
1,2,2,1,1,1,1,0,1,0,111.042
3,3,2,0,1,1,1,0,1,0,58.736
1,3,2,0,1,1,0,1,1,0,152.384
1,3,1,0,1,0,0,0,0,1,162.686
3,3,2,0,1,0,1,1,1,1,61.156
4,3,1,1,0,1,0,0,1,0,37.184
2,2,3,0,1,1,1,0,0,0,69.676
4,3,3,1,1,1,1,1,0,0,50.272
3,2,1,0,0,1,1,0,0,0,50.22
2,3,2,1,1,1,0,1,0,1,90.858
2,2,3,1,1,1,0,0,1,1,55.59
1,2,2,0,1,0,1,0,1,1,116.534
1,1,3,0,1,0,0,1,1,1,93.4
2,3,3,0,0,1,1,1,0,1,104.798
4,3,1,1,0,0,1,0,0,1,47.086
1,1,1,1,1,1,1,0,0,1,79.3
2,3,3,1,1,1,1,1,1,0,83.976
4,2,1,0,1,1,1,1,0,0,38.178
3,2,3,0,0,1,1,1,0,1,54.236
4,1,2,1,0,0,0,0,0,0,22.874
1,1,2,0,1,1,0,0,0,1,84.658
3,2,2,0,1,0,1,1,0,0,53.476
4,3,1,0,1,0,0,0,1,0,38.51
4,3,2,0,1,0,0,1,0,1,48.778
4,3,1,0,0,0,0,0,1,0,38.84
4,3,3,0,0,0,1,1,1,0,44.716
4,3,1,1,0,1,1,0,1,1,41.408
4,3,1,0,1,0,0,0,1,1,38.466
4,3,3,0,0,0,1,0,1,1,43.624
1,2,3,1,0,0,1,1,0,1,134.634
2,3,1,0,1,0,1,1,1,0,87.392
3,2,3,1,0,0,0,0,0,0,44.022
2,3,3,0,1,1,0,1,1,1,80.148
2,3,3,1,0,1,1,1,1,1,84.858
4,3,2,1,1,1,0,0,0,0,43.484
3,1,3,1,0,1,0,1,1,0,31.43
2,3,3,1,0,1,0,1,1,1,77.566
4,2,1,1,0,0,0,1,0,1,34.428
1,1,3,1,1,1,1,1,0,1,87.288
3,1,3,0,1,1,0,0,0,1,31.704
1,2,1,1,1,0,1,1,1,0,117.458
4,1,1,1,1,1,1,0,0,1,21.714
1,3,3,1,1,1,1,0,0,1,172.042
3,2,3,1,1,0,1,1,0,1,50.06
2,2,2,1,0,0,0,0,0,1,62.026
1,3,1,1,0,1,1,1,1,1,159.55
2,3,3,1,0,0,1,1,0,1,99.714
3,3,3,0,1,1,0,1,0,1,66.808
4,3,1,0,1,1,1,1,1,1,44.68
2,2,1,1,1,1,0,0,1,0,54.626
2,3,3,0,1,0,1,0,0,0,96.388
3,2,3,1,1,0,0,1,0,1,46.274
3,3,3,0,0,1,1,0,1,1,59.28
2,2,2,0,1,1,0,0,1,0,58.376
2,1,2,1,1,0,0,0,0,0,42.506
2,3,1,1,1,0,1,1,1,1,84.176
4,3,3,0,1,1,1,1,1,0,44.486
2,3,3,0,1,0,0,0,1,1,75.29
1,3,3,1,0,1,0,0,0,1,158.828
2,3,2,0,0,1,0,1,1,0,80.408
4,2,1,1,1,0,1,0,1,1,30.17
3,2,2,1,0,1,0,0,1,0,38.666
1,1,3,0,0,0,0,1,1,0,93.868
3,2,2,0,0,1,1,1,0,0,54.392
3,1,1,1,1,0,0,1,0,1,30.918
3,2,3,0,1,0,0,1,0,0,49.61
4,1,3,0,1,0,1,1,1,1,25.084
1,3,3,0,0,1,1,0,0,1,182.676
1,3,3,0,1,1,1,1,1,0,164.092
3,2,2,1,1,0,1,0,1,0,41.878
2,3,1,0,0,0,1,0,0,1,96.878
3,1,3,0,1,1,0,0,1,0,32.034
4,1,2,0,1,0,1,1,1,1,25.31
4,3,3,0,0,0,0,1,0,0,49.134
4,3,3,1,1,1,1,0,0,0,48.082
1,2,3,0,0,1,0,1,0,0,135.076
2,1,3,0,0,0,0,0,1,1,46.576
4,3,3,0,0,1,0,0,0,0,46.72
1,3,3,1,1,0,0,0,1,1,136.484
3,3,1,1,0,0,0,0,0,0,57.95
4,1,3,0,0,1,0,1,0,1,25.41
2,3,3,1,0,0,1,1,1,0,85.03
4,3,2,1,1,0,1,1,0,1,49.98
4,1,3,1,1,1,0,0,1,1,23.162
1,1,3,1,1,1,0,0,1,0,79.768
2,2,3,1,0,1,0,0,0,1,62.79
3,3,3,1,1,0,1,1,0,1,70.892
2,1,3,1,0,0,0,0,1,1,44.254
1,1,3,0,0,1,0,1,0,1,94.922
2,3,3,0,0,1,1,0,1,1,84.166
1,2,2,0,1,1,1,0,1,0,116.47
2,2,3,1,0,0,1,0,0,1,66.978
1,3,1,0,0,0,0,1,0,1,182.612
2,3,1,0,0,1,0,0,1,1,74.99
2,2,3,0,0,1,0,0,1,0,58.894
3,1,1,0,0,1,1,0,0,1,31.824
2,2,2,0,1,1,0,1,0,1,71.19
2,2,3,0,0,1,1,0,1,0,63.122
4,1,2,0,1,0,0,1,1,0,24.882
4,3,1,0,0,1,1,0,0,0,50.148
4,1,3,1,1,0,1,1,1,1,23.322
2,3,1,0,1,0,0,1,1,0,80.314
1,3,3,0,0,0,1,1,1,1,165.454
2,2,2,0,1,0,0,0,0,0,64.772
3,1,1,0,1,1,1,0,1,0,31.1
4,1,3,1,0,0,1,0,0,0,24.162
3,2,1,0,1,1,1,1,1,1,45.816
1,2,3,1,0,0,1,0,1,0,112.858
3,2,2,0,1,0,1,1,0,1,53.404
3,1,2,0,1,1,0,0,0,1,31.178
4,1,2,0,0,1,0,0,0,1,24.056
2,3,1,0,0,0,0,1,1,0,80.57
1,3,3,1,0,0,0,1,0,1,173.468
1,2,2,1,1,0,0,1,1,0,111.566
2,3,3,1,1,1,0,0,0,0,83.648
2,1,3,1,1,1,1,1,1,1,46.24
1,1,1,1,1,0,0,1,0,1,86.616
2,3,3,1,1,0,1,1,1,0,84.006
1,2,3,0,1,0,0,0,0,0,121.71
3,1,2,0,0,0,0,1,1,0,33.992
1,3,2,0,0,1,0,0,0,1,166.914
4,2,1,1,1,1,1,0,0,0,33.59
4,1,2,1,0,1,1,0,1,1,23.338
1,3,3,1,1,0,0,0,0,1,156.34
1,1,3,0,0,0,1,0,0,1,87.83
1,1,3,1,1,1,0,1,0,1,86.89
4,3,1,0,1,1,0,0,0,1,44.928
4,3,3,0,1,1,1,1,0,0,52.51
1,2,3,1,1,1,1,1,1,0,117.374
1,1,3,1,1,0,0,0,1,1,79.322
1,3,2,1,0,1,0,0,0,1,158.464
2,1,2,1,1,1,0,0,0,1,42.434
2,1,3,1,0,1,0,1,1,1,47.032
1,3,2,0,1,1,0,1,0,0,180.844
3,1,1,0,0,1,1,1,1,1,34.3
4,2,1,1,0,1,0,0,0,1,31.624
3,2,3,0,0,0,0,0,0,1,46.666
1,3,3,1,1,1,1,1,1,1,157.894
2,2,3,0,1,0,1,1,0,0,74.31
3,3,3,0,1,1,0,0,0,1,61.424
4,1,1,0,0,1,1,1,0,1,25.588
4,3,1,1,0,0,0,1,1,0,39.528
4,2,2,0,0,1,0,1,1,0,31.904
1,1,3,1,0,0,0,1,0,0,88.462
3,3,3,0,0,1,0,1,1,0,54.758
1,2,3,1,1,0,1,1,0,1,132.636
3,1,3,0,0,1,1,1,1,1,34.108
3,3,1,1,1,0,0,1,0,0,63.108
1,1,3,1,0,1,1,0,0,1,82.738
2,1,2,1,0,1,1,0,0,0,44.238
4,3,1,0,0,0,1,0,1,1,42.588
4,3,3,1,0,0,1,1,1,1,43.176
4,3,2,1,0,1,1,0,1,0,41.782
3,3,1,0,0,1,0,0,1,1,51.178
4,3,2,0,1,1,1,1,0,0,52.758
1,3,3,1,1,1,1,0,0,0,171.936
4,3,2,1,1,0,0,0,0,1,42.97
3,2,1,0,1,0,1,0,1,0,43.04
4,1,3,0,0,1,1,0,0,0,25.53
4,3,3,0,1,0,0,1,0,1,48.842
3,1,3,1,1,0,1,1,1,0,31.416
4,2,3,1,0,0,0,0,1,1,29.528
4,1,3,0,0,0,0,0,1,1,24.79
1,2,1,1,0,0,1,1,1,0,118.782
1,3,3,0,1,1,0,1,0,0,180.856
3,3,2,0,0,1,0,0,1,0,52.0
3,1,1,0,1,0,1,0,0,1,30.764
3,3,3,1,1,1,0,0,1,1,49.866
3,1,3,0,0,0,1,0,0,0,32.938
1,1,3,0,1,0,1,1,1,0,93.288
2,2,1,1,0,1,0,1,1,1,59.958
3,3,3,0,0,1,1,1,1,0,61.74
3,2,3,0,0,1,1,0,0,1,51.224
1,3,1,1,0,0,0,0,1,0,137.304
3,3,3,1,1,0,1,0,0,1,66.672
1,3,3,0,1,1,1,1,1,1,164.926
2,3,3,0,1,1,0,0,1,0,75.624
4,3,1,1,1,1,1,1,1,1,42.854
4,3,3,1,1,1,1,1,1,1,42.686
2,2,2,1,0,0,0,1,1,1,59.93
4,2,3,1,1,0,1,0,0,0,34.748
2,3,3,1,1,1,0,1,1,0,76.59
2,3,3,0,0,0,1,0,0,0,97.86
4,3,3,1,0,0,1,0,1,1,42.394
4,3,3,0,1,1,1,1,1,1,44.618
2,2,1,1,0,1,1,0,1,0,59.592
2,3,2,1,1,1,1,0,0,1,92.04
4,3,3,1,1,0,1,1,0,0,49.88
1,3,3,0,1,1,0,1,0,1,181.516
1,3,3,0,0,0,0,0,1,1,142.656
4,3,2,0,0,1,0,1,1,1,41.132
1,3,2,0,0,0,1,0,1,0,156.338
1,1,3,0,0,0,0,1,1,1,94.554
2,3,1,1,0,1,1,0,1,0,80.994
1,1,3,1,0,1,1,0,0,0,82.696
4,3,3,0,0,1,1,1,0,0,53.13
2,1,1,1,1,0,1,1,0,0,45.842
4,1,3,1,0,0,0,1,0,0,23.73
2,1,3,1,1,0,1,1,1,0,45.94
1,3,3,1,1,1,0,1,0,1,172.592
3,2,2,1,1,1,0,1,0,1,46.482
1,1,2,0,0,0,1,0,1,1,87.316
2,3,3,0,1,1,1,0,0,0,96.464
2,3,1,0,1,0,0,1,0,1,95.404
4,3,1,1,1,0,0,0,0,0,42.47
4,3,2,1,1,0,1,1,0,0,49.75
1,3,1,0,1,1,1,1,0,1,193.722
1,1,3,0,1,1,1,0,0,1,86.296
4,3,2,1,1,0,1,1,1,1,42.696
2,3,3,1,0,1,1,0,1,1,81.854
4,3,3,1,0,0,0,1,0,1,47.004
3,1,1,1,1,0,0,1,1,0,30.956
1,2,1,1,1,1,0,1,0,1,126.692
4,2,1,0,0,1,1,0,1,1,31.856
2,2,3,1,1,0,1,1,0,0,70.222
2,3,2,0,0,1,0,0,0,0,89.124
4,3,3,0,1,0,0,0,1,1,39.512
2,3,2,0,0,0,1,1,1,1,88.24
3,1,2,1,0,0,0,0,1,1,30.076
4,2,3,1,1,1,0,0,0,1,32.95
4,1,3,0,0,0,1,1,1,0,25.08
2,3,1,1,1,0,1,1,0,1,98.764
1,2,3,1,1,0,1,0,1,0,111.148
3,3,2,0,0,0,1,0,0,1,70.858
3,3,2,0,1,1,1,0,0,1,69.514
2,2,2,1,0,1,0,0,1,1,55.912
2,3,1,0,0,0,1,1,0,1,104.756
3,3,3,0,0,1,1,0,0,0,71.602
4,1,3,0,1,1,0,1,0,0,24.538
2,2,1,0,1,0,0,1,0,1,70.69
1,1,3,0,1,0,0,1,0,1,93.45
1,1,1,0,1,0,1,0,0,0,84.636
4,2,3,1,1,1,0,1,0,1,34.324
1,3,1,1,1,0,1,1,1,0,157.32
3,3,3,0,1,0,0,1,1,1,54.664
3,2,3,0,1,1,1,1,1,1,45.66
3,3,2,0,0,0,0,0,1,1,51.676
2,3,1,0,1,0,0,0,1,1,74.382
2,3,3,0,1,1,1,1,0,0,103.716
2,2,3,0,1,1,1,1,1,1,66.036
4,3,2,1,0,0,0,1,0,1,46.742
3,3,3,1,0,1,0,1,1,1,52.586
1,3,3,1,1,0,1,0,1,1,150.638
3,1,3,1,1,1,0,1,0,0,30.756
2,2,3,1,0,1,0,0,0,0,62.782
3,3,2,0,1,1,1,0,1,1,58.718
4,3,2,1,0,1,0,1,1,1,39.394
2,2,2,0,1,1,1,1,0,0,74.744
2,2,1,0,1,0,0,0,1,1,57.464
1,3,3,1,0,0,0,0,1,0,138.57
1,1,2,1,1,1,0,0,1,1,79.098
1,3,1,1,1,1,1,0,0,0,170.516
1,3,2,0,1,0,1,0,0,0,178.012
3,3,3,1,1,1,1,0,1,1,56.862
3,3,3,1,1,0,1,0,0,0,66.9
4,1,1,1,1,0,0,0,0,1,21.694
4,3,1,0,1,1,1,1,0,1,52.84
1,2,1,0,0,0,1,1,0,1,141.996
1,3,1,0,1,1,0,0,1,0,141.164
3,3,2,0,1,0,1,0,0,1,69.52
2,3,2,0,1,1,0,1,0,1,95.614
4,3,2,1,1,1,1,0,1,0,41.46
1,3,1,1,0,1,1,0,1,1,151.222
1,3,3,1,1,0,0,1,1,1,146.34
1,3,3,1,1,0,0,0,1,0,136.942
4,2,2,0,0,0,0,0,0,0,34.18
3,3,2,0,0,0,1,0,0,0,70.952
2,2,2,0,1,1,1,0,0,1,69.688
2,1,2,1,1,0,0,0,1,0,42.288
3,3,3,1,0,1,1,0,1,0,57.88
3,2,3,1,0,1,1,1,0,1,51.372
3,1,1,0,1,1,0,1,0,0,33.312
3,1,3,1,0,0,1,0,0,1,31.112
3,3,3,0,0,0,1,1,0,1,75.552
3,3,1,1,0,0,0,1,0,0,63.71
1,3,2,0,1,1,1,0,1,0,155.414
1,3,3,1,0,1,1,1,0,0,185.71
4,3,3,0,1,0,1,1,0,1,52.788
1,3,1,1,0,1,1,1,0,0,185.524
4,2,1,1,0,1,0,1,1,0,30.604
4,3,3,0,1,0,1,0,1,0,43.698
2,3,1,0,0,1,1,1,1,1,88.074
3,1,3,0,1,0,1,1,0,0,33.798
4,2,3,1,1,1,1,1,0,0,35.924
2,1,1,0,0,1,0,0,1,0,45.472
4,1,3,0,0,1,1,0,1,0,25.768
1,2,1,1,0,1,0,1,0,0,127.762
4,2,3,0,0,1,0,0,1,1,30.886
3,3,1,1,0,0,0,0,1,0,49.73
3,1,2,0,1,1,1,0,1,1,31.57
4,2,3,1,1,0,0,1,0,0,33.636
3,3,3,0,1,0,1,0,0,1,69.816
4,3,3,1,1,0,0,0,1,0,38.064
4,3,1,1,1,0,0,1,1,1,39.044
1,3,3,1,1,0,1,1,0,1,183.926
2,2,3,1,0,1,1,1,0,1,71.572
3,2,3,0,1,1,1,0,1,1,44.108
4,2,1,1,1,0,0,0,1,0,28.016
2,3,3,1,1,1,0,1,0,0,90.766
2,2,3,0,1,0,0,1,1,0,62.298
4,2,3,1,0,0,1,1,0,1,36.214
2,2,3,0,1,0,1,0,1,0,62.674
2,1,3,0,0,0,0,1,0,0,49.474
4,1,1,1,1,0,0,1,1,1,23.586
1,1,2,0,1,0,1,1,1,1,93.962
2,1,1,1,0,0,1,0,0,0,43.444
1,2,3,1,1,0,0,1,0,1,126.232
1,3,3,0,0,0,1,0,1,0,156.848
2,3,3,0,0,1,0,0,1,1,75.576
3,3,1,0,1,0,0,1,0,0,66.658
3,3,3,1,0,0,0,1,0,0,63.816
1,1,2,0,0,1,1,0,0,1,87.322
3,3,3,0,1,0,1,0,1,1,59.1
2,3,3,1,0,0,0,1,1,0,77.526
3,2,3,0,0,1,0,0,0,0,46.868
2,2,1,0,0,0,0,1,1,1,62.64
2,1,1,0,0,0,0,0,0,1,45.634
1,1,1,1,1,1,0,1,1,1,86.438
4,3,3,0,1,1,0,1,0,0,48.906
2,1,1,1,1,0,1,0,0,1,42.362
3,2,1,0,0,1,0,1,1,1,42.582
2,3,2,0,0,0,0,1,1,1,80.602
1,2,3,1,0,1,1,1,1,0,118.872
2,3,2,1,0,0,1,0,1,0,81.306
4,2,3,0,1,0,0,0,0,0,34.632
3,1,3,0,1,0,0,0,0,1,31.638
4,3,2,0,1,0,1,0,0,0,49.458
3,1,3,0,0,0,0,0,1,0,32.4
1,1,3,0,1,0,1,0,1,1,86.044
1,2,3,1,1,1,0,1,1,1,111.742
4,2,2,1,1,1,1,1,1,1,31.816
1,3,3,0,0,1,1,0,0,0,182.092
2,3,1,0,0,1,1,0,0,1,97.326
1,3,2,1,1,1,1,1,1,0,157.242
1,2,1,0,0,1,1,1,1,0,124.808
3,3,3,1,0,0,0,1,1,0,52.69
4,3,3,0,1,0,0,0,0,1,45.674
4,1,3,0,0,0,1,1,0,1,25.474
4,3,1,1,1,1,0,0,1,1,36.92
4,2,3,0,1,0,1,1,1,0,33.452
1,2,3,0,0,0,1,0,0,0,131.456
2,3,3,1,0,1,1,1,0,1,99.82
2,3,2,1,0,1,0,1,0,1,91.918
4,3,3,0,0,0,0,1,1,0,41.072
1,2,1,0,0,0,1,1,1,1,125.67
2,3,2,1,1,0,0,1,0,1,90.64
2,1,1,0,1,1,0,1,0,0,49.114
1,1,3,0,1,0,1,1,1,1,93.876
3,3,3,0,0,0,1,1,0,0,75.462
2,1,2,0,1,0,0,1,1,1,49.506
4,3,3,1,0,1,1,0,1,1,42.452
3,3,3,0,1,0,0,1,0,0,66.494
4,3,3,1,1,0,0,1,0,0,46.102
1,3,3,0,0,0,1,1,0,1,194.866
2,3,2,0,0,0,1,1,0,0,104.178
4,3,3,0,0,1,1,0,0,1,50.82
3,3,3,1,0,0,1,0,0,1,67.252
4,3,1,0,0,1,0,1,1,0,41.204
3,1,2,1,0,1,1,0,1,0,30.64
2,2,3,1,0,1,1,1,0,0,71.35
3,1,1,1,0,1,1,0,0,0,29.906
3,1,1,1,0,0,0,1,0,0,31.736
3,2,2,1,0,0,0,1,1,0,40.642
3,2,3,0,1,1,1,1,0,1,53.66
3,2,2,0,1,0,0,1,0,0,49.952
3,3,1,0,0,0,1,1,1,1,61.764
4,3,1,0,1,1,0,1,1,0,40.784
3,3,3,1,1,0,1,0,1,1,56.774
3,2,3,0,1,1,1,0,0,1,50.236
2,3,1,1,0,1,0,1,1,0,77.206
1,1,2,0,0,0,1,0,0,0,87.212
4,1,3,1,0,1,1,0,0,0,23.934
3,1,3,0,0,1,1,0,1,1,32.66
2,1,2,1,1,1,1,1,0,1,46.448
4,1,3,0,0,0,1,0,0,1,25.094
1,3,2,1,0,1,0,1,1,1,147.528
2,3,2,1,1,1,1,0,1,0,80.35
2,2,3,0,0,1,0,0,0,0,66.408
1,2,3,0,0,1,1,0,0,1,132.422
2,3,1,1,1,1,1,0,1,1,79.904
2,3,2,0,0,0,1,0,0,0,97.458
3,1,3,0,1,0,0,1,1,0,33.756
3,3,3,1,0,1,1,1,1,0,59.394
3,3,1,1,1,1,0,0,0,1,57.664
1,1,2,1,1,1,1,1,1,0,86.896
2,3,2,1,1,0,1,1,0,0,98.494
1,3,3,1,1,0,0,0,0,0,156.802
2,3,3,0,0,1,0,1,0,0,96.546
4,3,3,0,0,1,0,0,1,0,39.682
2,2,3,0,1,0,1,0,0,1,69.468
